,Sample,Zr_at,Nb_at,Mo_at,Ti_at,Cr_at,Zr_m,Nb_m,Mo_m,Ti_m,Cr_m,E_GPa,H_GPa,stdE (GPa),stdH (GPa),CI,IQ,XRD
compo_256,grad16-Ti mesure 5,8.44,9.59,10.98,58.41,12.57,12.49,14.45,17.08,45.37,10.6,155.7295375699428,10.726208765905167,4.739313433556575,0.36398268077451085,0.0147478,35343.68,0
compo_257,grad16-Ti mesure 6,9.21,10.51,12.02,54.17,14.09,13.34,15.5,18.31,41.21,11.64,159.50276402690855,11.82085460868138,1.681166303276772,0.687886696340013,0.0147478,35343.68,0
compo_258,grad16-Ti mesure 7,9.94,11.4,13.1,50.2,15.37,14.11,16.48,19.55,37.42,12.44,161.66496121617388,12.016514898134067,8.354759647442485,0.5871627995843366,0.0147478,35343.68,0
compo_259,grad16-Ti mesure 8,10.63,11.88,13.96,46.92,16.61,14.86,16.92,20.53,34.45,13.24,165.79586613807146,12.815522054691556,7.578042764590241,0.7330464400841106,0.0147478,35343.68,0
compo_260,grad16-Ti mesure 9,11.26,12.83,14.73,43.42,17.76,15.49,17.97,21.29,31.34,13.91,164.31753451990443,12.888383290090403,6.437221152449197,0.7725074427401486,0.0147478,35343.68,0
compo_261,grad16-Ti mesure 10,12.09,13.24,15.43,40.51,18.73,16.4,18.28,22.0,28.84,14.48,149.27743318314023,11.336123054764867,5.598635626263302,0.0701340523501659,0.0147478,35343.68,0
compo_262,grad16-Ti mesure 11,12.61,13.38,15.53,39.14,19.35,17.0,18.38,22.03,27.72,14.87,137.39771420721777,9.0585315175626,3.2039273548472686,0.007643302303996501,0.0147478,35343.68,0
compo_263,grad16-Ti mesure 12,13.25,13.99,16.07,36.12,20.58,17.64,18.97,22.51,25.26,15.62,138.84090279301319,9.28116287242083,2.8803951812428035,0.11884633065836699,0.0147478,35343.68,0
compo_264,grad16-Ti mesure 13,14.15,14.58,16.78,32.99,21.51,18.56,19.49,23.15,22.72,16.08,142.4784359364865,9.661570837540419,2.774415017512597,0.20206287376470594,0.0147478,35343.68,0
compo_265,grad17-Zr mesure 1,70.73,13.55,0.0,0.0,15.72,75.65,14.76,0.0,0.0,9.58,114.29768199859171,7.567051306072573,1.9543653225330282,0.03027572096064252,0.0147478,35343.68,0
compo_266,grad17-Zr mesure 2,66.86,14.9,0.0,0.0,18.25,72.33,16.41,0.0,0.0,11.25,111.65009224679591,7.5949704242565,2.8339552289177057,0.1400766197676671,0.0147478,35343.68,0
compo_267,grad17-Zr mesure 3,63.38,15.94,0.0,0.0,20.68,69.34,17.76,0.0,0.0,12.9,103.89800476852704,7.088959343139356,1.2514009725268123,0.04832034256292485,0.0147478,35343.68,0
compo_268,grad17-Zr mesure 4,59.45,17.21,0.0,0.0,23.34,65.85,19.42,0.0,0.0,14.74,96.96026822340087,6.375266922544397,1.3213584320312175,0.05894709403081975,0.0147478,35343.68,0
compo_269,grad17-Zr mesure 5,55.62,18.41,0.0,0.0,25.97,62.37,21.03,0.0,0.0,16.6,101.43178779454556,6.805428315248859,2.9238696089001115,0.07464802685966779,0.0147478,35343.68,0
compo_270,grad17-Zr mesure 6,51.73,19.5,0.0,0.0,28.77,58.79,22.57,0.0,0.0,18.64,105.88390104525733,7.253701526431749,2.9020771325251236,0.051663589314308936,0.0147478,35343.68,0
compo_271,grad17-Zr mesure 7,47.97,20.18,0.0,0.0,31.85,55.35,23.71,0.0,0.0,20.94,110.88320810661722,7.779753507796068,0.5851635799121101,0.09633672601714599,0.0147478,35343.68,0
compo_272,grad17-Zr mesure 8,43.93,21.13,0.0,0.0,34.94,51.46,25.21,0.0,0.0,23.33,116.71884977942454,8.419521459811167,2.57281206661562,0.01871848401433632,0.0147478,35343.68,0
compo_273,grad17-Zr mesure 9,40.02,22.09,0.0,0.0,37.89,47.58,26.75,0.0,0.0,25.68,123.92715471712464,8.976325975248555,2.6529006270009106,0.20297791968817183,0.0147478,35343.68,0
compo_274,grad17-Zr mesure 10,36.08,22.89,0.0,0.0,41.04,43.58,28.16,0.0,0.0,28.26,127.71092697506933,9.497895164869158,1.5695073165786937,0.1303431614826009,0.0147478,35343.68,0
compo_275,grad17-Zr mesure 11,32.73,23.47,0.0,0.0,43.79,40.11,29.3,0.0,0.0,30.59,131.95598470773638,9.845443580166382,3.087989898421611,0.07208295618091495,0.0147478,35343.68,0
compo_276,grad17-NbCr mesure 1,30.82,23.98,0.0,0.0,45.2,38.05,30.15,0.0,0.0,31.81,125.97294711096686,10.215928122035255,2.3797260001683935,0.12495146490674817,0.0147478,35343.68,0
compo_277,grad17-NbCr mesure 2,27.44,24.48,0.0,0.0,48.08,34.39,31.25,0.0,0.0,34.36,132.10729713209798,10.66001647279233,0.16022586356290927,0.12814196936062508,0.0147478,35343.68,0
compo_278,grad17-NbCr mesure 3,24.46,24.99,0.0,0.0,50.55,31.07,32.33,0.0,0.0,36.6,142.42715962282884,11.082176034122469,0.6384231557222259,0.13303117624657526,0.0147478,35343.68,0
compo_279,grad17-NbCr mesure 4,21.59,25.44,0.0,0.0,52.97,27.79,33.35,0.0,0.0,38.86,146.630693458997,11.39440082795035,2.0664343969926464,0.06661082289203599,0.0147478,35343.68,0
compo_280,grad17-NbCr mesure 5,19.21,25.89,0.0,0.0,54.9,24.99,34.3,0.0,0.0,40.71,148.17800832045464,11.761555896630547,0.5045061254765275,0.11133837822163353,0.0147478,35343.68,0
compo_281,grad17-NbCr mesure 6,16.55,26.56,0.0,0.0,56.88,21.77,35.58,0.0,0.0,42.65,149.99193672944304,9.516888045113689,12.143615261678292,3.0492628721594115,0.0147478,35343.68,0
compo_282,grad17-NbCr mesure 7,14.7,27.04,0.0,0.0,58.26,19.48,36.5,0.0,0.0,44.02,161.6500699346854,12.429220703861544,2.4243268860940383,0.07251001097768821,0.0147478,35343.68,0
compo_283,grad17-NbCr mesure 8,12.61,27.72,0.0,0.0,59.67,16.84,37.72,0.0,0.0,45.44,162.1394519854025,12.82819101306263,6.63557228065522,0.25162275048014493,0.0147478,35343.68,0
compo_284,grad17-NbCr mesure 9,10.88,28.43,0.0,0.0,60.68,14.62,38.91,0.0,0.0,46.47,164.57425414671462,13.017547781505902,2.4046325730421025,0.12346198599912298,0.0147478,35343.68,0
compo_285,grad17-NbCr mesure 10,9.11,29.4,0.0,0.0,61.49,12.3,40.41,0.0,0.0,47.29,171.1608715581346,12.952389895088723,1.21926688125196,0.2546169677428199,0.0147478,35343.68,0
compo_286,grad18-Zr mesure 1,67.23,0.0,13.59,0.0,19.18,72.72,0.0,15.46,0.0,11.82,98.46638491009347,7.342998595862696,1.4239909185737107,0.08312357076142605,0.0147478,35343.68,0
compo_287,grad18-Zr mesure 2,63.13,0.0,15.1,0.0,21.77,69.06,0.0,17.37,0.0,13.57,103.52935653035986,7.990229346021858,2.048614706113362,0.07167204076505954,0.0147478,35343.68,0
compo_288,grad18-Zr mesure 3,58.83,0.0,16.5,0.0,24.67,65.19,0.0,19.23,0.0,15.58,107.7079281863369,8.689574119849507,2.369862564116466,0.1135375833542324,0.0147478,35343.68,0
compo_289,grad18-Zr mesure 4,54.4,0.0,17.93,0.0,27.67,61.1,0.0,21.18,0.0,17.72,113.63152953288356,9.326990924893199,2.8473863117915013,0.14964157118331448,0.0147478,35343.68,0
compo_290,grad18-Zr mesure 5,50.23,0.0,19.25,0.0,30.53,57.16,0.0,23.04,0.0,19.8,119.66854623648165,10.1301375108357,2.3031821761863425,0.18773425895314597,0.0147478,35343.68,0
compo_291,grad18-Zr mesure 6,47.07,0.0,20.29,0.0,32.63,54.1,0.0,24.53,0.0,21.38,124.06205177981357,10.672760714699645,1.902498777308345,0.05777411703158964,0.0147478,35343.68,0
compo_292,grad18-Zr mesure 7,42.18,0.0,21.61,0.0,36.21,49.3,0.0,26.57,0.0,24.13,131.1574871800202,11.282824518679424,2.7919863710952706,0.2206034415089193,0.0147478,35343.68,0
compo_293,grad18-Zr mesure 8,37.95,0.0,22.78,0.0,39.27,45.02,0.0,28.42,0.0,26.56,134.32127206074898,11.790131508196477,2.59945024287431,0.1940919697821103,0.0147478,35343.68,0
compo_294,grad18-Zr mesure 9,34.11,0.0,23.48,0.0,42.41,41.11,0.0,29.76,0.0,29.13,143.40213212283982,12.216800965205756,0.27612362363909476,0.19192530463714383,0.0147478,35343.68,0
compo_295,grad18-Zr mesure 10,30.19,0.0,24.34,0.0,45.47,36.95,0.0,31.33,0.0,31.73,145.85524699655528,12.72272686354676,2.037392388470011,0.11790192858332398,0.0147478,35343.68,0
compo_296,grad18-Zr mesure 11,26.77,0.0,25.25,0.0,47.98,33.18,0.0,32.92,0.0,33.9,148.3606268584135,13.000711898199274,1.5696407357264675,0.1351701902115719,0.0147478,35343.68,0
compo_297,grad18-CrMo mesure 1,25.12,0.0,25.54,0.0,49.34,31.36,0.0,33.54,0.0,35.11,155.52844587202247,13.146849575078514,3.291838242310181,0.27329040425069395,0.0147478,35343.68,0
compo_298,grad18-CrMo mesure 2,22.07,0.0,26.15,0.0,51.79,27.9,0.0,34.77,0.0,37.32,157.1023987125184,13.163389254600071,4.6161198581944145,0.1462660900929617,0.0147478,35343.68,0
compo_299,grad18-CrMo mesure 3,19.36,0.0,26.78,0.0,53.86,24.75,0.0,36.0,0.0,39.24,157.9080017721812,13.28560113533371,4.294253599330994,0.4231217420316019,0.0147478,35343.68,0
compo_300,grad18-CrMo mesure 4,16.36,0.0,27.4,0.0,55.86,21.75,0.0,37.0,0.0,40.84,162.6768782670202,13.487542725575418,1.2219120501889325,0.0990223856629509,0.0147478,35343.68,0
compo_301,grad18-CrMo mesure 5,14.56,0.0,27.98,0.0,57.46,18.97,0.0,38.35,0.0,42.68,165.30023321564622,12.870730810199229,27.486332048731093,4.088098869382632,0.0147478,35343.68,0
compo_302,grad18-CrMo mesure 6,12.63,0.0,28.5,0.0,58.86,16.59,0.0,39.36,0.0,44.05,172.3893731339295,13.446415698707373,3.3038322269717,0.19701378635240505,0.0147478,35343.68,0
compo_303,grad18-CrMo mesure 7,10.99,0.0,29.24,0.0,59.77,14.49,0.0,40.57,0.0,44.94,187.3923082376076,15.868589752829516,1.9814770135614954,1.9028847843170078,0.0147478,35343.68,0
compo_304,grad18-CrMo mesure 8,8.28,0.0,29.01,0.0,62.71,11.1,0.0,40.94,0.0,47.96,245.15516374118383,22.7678694309573,7.819495884581239,0.5909433873026485,0.04832335,41157.82,1.0
compo_305,grad18-CrMo mesure 9,6.91,0.0,30.27,0.0,62.82,9.28,0.0,42.7,0.0,48.03,259.1035704855907,21.580850644790534,4.133302213017815,0.7040946009644374,0.09149866,44911.01,1.0
compo_306,grad18-CrMo mesure 10,6.12,0.0,31.43,0.0,62.45,8.18,0.0,44.21,0.0,47.6,259.3748695959456,20.719817427469845,7.0513869997469625,0.646737687933843,0.2421183,52432.02,1.0
compo_307,grad18-CrMo mesure 11,5.21,0.0,32.77,0.0,62.03,6.94,0.0,45.93,0.0,47.12,277.58517656223535,19.90451506244471,9.436907225130346,0.0924958557335368,0.1477322,48108.87,1.0
compo_308,grad19-Zr mesure 1,74.54,6.31,5.23,6.68,7.24,79.21,6.83,5.84,3.73,4.39,128.1725834092976,8.671831943702728,1.6582509183767595,0.14379472730274465,0.0147478,35343.68,0
compo_309,grad19-Zr mesure 2,71.92,6.91,6.21,7.48,7.47,76.77,7.51,6.97,4.19,4.55,127.04726935004683,8.494329156003637,1.6593108796485432,0.011148561329552277,0.0147478,35343.68,0
compo_310,grad19-Zr mesure 3,67.83,7.98,6.94,8.58,8.66,73.16,8.77,7.88,4.86,5.33,121.29272252107123,8.307939729807202,3.121138930468385,0.11448796921111673,0.0147478,35343.68,0
compo_311,grad19-Zr mesure 4,63.57,8.9,7.8,9.65,10.08,69.37,9.89,8.95,5.53,6.27,113.59000367659068,7.987649825669337,1.9489386895763439,0.05011083642151034,0.0147478,35343.68,0
compo_312,grad19-Zr mesure 5,59.41,9.79,8.41,11.02,11.37,65.65,11.02,9.78,6.39,7.16,100.7269047422428,7.084820868264472,1.3957829326984943,0.05846524566484975,0.0147478,35343.68,0
compo_313,grad19-Zr mesure 6,55.36,10.27,9.32,12.27,12.78,61.96,11.7,10.97,7.21,8.16,101.35705371082459,7.117309804342597,3.162230302163145,0.08692295810891337,0.0147478,35343.68,0
compo_314,grad19-Zr mesure 7,51.23,11.08,10.12,13.42,14.15,58.04,12.79,12.06,7.99,9.13,106.85735879354016,7.459041065393272,4.965032318827992,0.011741600535769774,0.0147478,35343.68,0
compo_315,grad19-Zr mesure 8,47.08,11.76,10.9,14.73,15.54,54.05,13.75,13.16,8.88,10.17,108.13679722136624,7.810650901451439,1.7418864765910558,0.08922174269967288,0.0147478,35343.68,0
compo_316,grad19-Zr mesure 9,42.73,12.1,11.57,16.1,17.5,49.89,14.39,14.2,9.87,11.65,112.1620330030994,8.36244037679243,1.4117700786374392,0.12549570824655465,0.0147478,35343.68,0
compo_317,grad19-Zr mesure 10,38.92,12.65,12.33,17.42,18.68,46.03,15.23,15.33,10.82,12.59,114.91564369656561,8.719358640282923,0.5100354139121824,0.09064866840498496,0.0147478,35343.68,0
compo_318,grad19-Zr mesure 11,35.07,12.74,13.12,18.59,20.48,42.11,15.58,16.58,11.72,14.02,116.37870076856998,9.146832776227445,1.9837336921854594,0.12647305467737516,0.0147478,35343.68,0
compo_319,grad19-Zr mesure 12,31.24,13.31,13.72,19.79,21.96,38.04,16.5,17.57,12.65,15.24,122.35777196952817,9.516097548929633,1.9895702291445834,0.05643402716759718,0.0147478,35343.68,0
compo_320,grad19-NbTiCrMo mesure 1,29.64,13.44,13.87,20.36,22.68,36.35,16.79,17.89,13.11,15.86,124.80207172311736,9.46068777827536,2.035272736816349,0.08936661243216319,0.0147478,35343.68,0
compo_321,grad19-NbTiCrMo mesure 2,26.07,13.67,14.48,21.37,24.41,32.44,17.32,18.96,13.97,17.31,126.56710977427156,9.861197753107986,3.578387271889073,0.13119412469979455,0.0147478,35343.68,0
compo_322,grad19-NbTiCrMo mesure 3,23.17,14.0,15.3,21.71,25.81,29.09,17.91,20.21,14.32,18.47,131.25947050581735,10.215919010031403,2.210420175743015,0.07171681125741936,0.0147478,35343.68,0
compo_323,grad19-NbTiCrMo mesure 4,20.43,14.41,15.91,22.02,27.23,25.89,18.59,21.2,14.65,19.67,135.5386500891378,10.495894848884666,2.606513833373981,0.08294429996797807,0.0147478,35343.68,0
compo_324,grad19-NbTiCrMo mesure 5,17.86,14.72,16.52,22.09,28.81,22.83,19.16,22.2,14.83,20.99,140.0679594569993,10.772647323642824,2.203346661979158,0.1670619938395821,0.0147478,35343.68,0
compo_325,grad19-NbTiCrMo mesure 6,15.57,15.14,17.38,21.69,30.22,20.0,19.8,23.46,14.62,22.12,143.1645580160151,11.068232946007862,2.5390754984074277,0.17229981224294694,0.0147478,35343.68,0
compo_326,grad19-NbTiCrMo mesure 7,13.27,15.67,18.13,21.43,31.49,17.12,20.59,24.61,14.52,23.16,145.23061093992712,11.369195015663445,4.538538625795517,0.22971558894692445,0.0147478,35343.68,0
compo_327,grad19-NbTiCrMo mesure 8,11.41,15.79,18.71,21.67,32.42,14.82,20.88,25.54,14.77,23.99,150.14499406746882,11.603333117000112,4.466026726112206,0.05062779717439219,0.0147478,35343.68,0
compo_328,grad19-NbTiCrMo mesure 9,9.41,16.69,19.99,19.99,33.92,12.18,22.0,27.21,13.59,25.03,154.58116485116292,12.094704524226753,0.5044635568620598,0.09032390991694238,0.02756611,39078.81,1.0
compo_329,grad19-NbTiCrMo mesure 10,7.53,17.23,20.89,18.97,35.38,9.75,22.74,28.47,12.91,26.13,159.40142403833184,12.272099485006967,5.0463343116486445,0.1819336290803998,0.01938528,38550.92,0.0
compo_330,grad19-NbTiCrMo mesure 11,6.79,17.92,21.93,19.48,33.88,8.75,23.51,29.7,13.17,24.87,162.46841157137595,12.25312743937576,8.390706132637225,0.23183339903190417,0.02735402,39078.75,1.0
compo_331,grad19-NbTiCrMo mesure 12,6.18,19.14,23.62,23.35,27.71,7.87,24.81,31.62,15.6,20.11,189.51020688794497,12.799842877526123,9.03451858252679,1.1117770526744903,0.07793,43843.79,1.0
compo_332,grad20-Cr mesure 1,0.0,3.99,0.0,6.0,90.01,0.0,6.95,0.0,5.39,87.67,228.47312548677564,11.01374105801391,31.695620930940823,0.06705895912991648,0.14579879999999998,51559.24,1.0
compo_333,grad20-Cr mesure 2,0.0,4.63,0.0,6.74,88.63,0.0,8.03,0.0,6.02,85.95,252.43474492574666,10.50987122688088,8.789873218806287,0.2796010683547232,0.1964042,56541.73,1.0
compo_334,grad20-Cr mesure 3,0.0,5.29,0.0,7.36,87.36,0.0,9.12,0.0,6.54,84.33,254.49770302405713,10.32568666966669,9.649642935601989,0.2609223329558743,0.29331440000000003,64774.79,1.0
compo_335,grad20-Cr mesure 4,0.0,6.04,0.0,8.06,85.89,0.0,10.37,0.0,7.13,82.5,255.28612027896907,10.891661287786677,7.337434795462622,0.3379615814914165,0.23855789999999996,60141.47,1.0
compo_336,grad20-Cr mesure 5,0.0,6.88,0.0,8.82,84.3,0.0,11.74,0.0,7.76,80.51,255.56876302334535,10.66497690002167,10.381963083364466,0.5235153065139521,0.160678,52079.87,1.0
compo_337,grad20-Cr mesure 6,0.0,7.83,0.0,10.23,81.94,0.0,13.27,0.0,8.95,77.78,247.79668142396275,10.880296686840433,9.57110002724368,0.3709095722593488,0.162743,51936.03,1.0
compo_338,grad20-Cr mesure 7,0.0,8.86,0.0,11.38,79.76,0.0,14.93,0.0,9.88,75.19,240.38515781304292,10.758426907608165,1.7970049824724506,0.5086294923964485,0.1355039,49875.2,1.0
compo_339,grad20-Cr mesure 8,0.0,9.99,0.0,13.02,76.99,0.0,16.71,0.0,11.22,72.07,234.75635673207677,10.791026692890862,5.257910848505829,0.28945663417935874,0.07481819,45771.07,1.0
compo_340,grad20-Cr mesure 9,0.0,11.2,0.0,14.46,74.34,0.0,18.58,0.0,12.37,69.04,229.65474617152236,11.282428418871755,1.8974572509884755,0.4052925212422843,0.12481120000000001,46146.45,1.0
compo_341,grad20-Cr mesure 10,0.0,12.54,0.0,16.38,71.07,0.0,20.64,0.0,13.9,65.46,214.41956784875543,11.20983836433006,6.0803628900670645,0.21945766809283587,0.12177930000000001,46496.78,1.0
compo_342,grad20-NbTi mesure 1,0.0,13.63,0.0,17.75,68.62,0.0,22.28,0.0,14.96,62.76,206.18550656442503,11.9345680550174,6.5119113547986895,0.478658335448107,0.07891167,43499.4,1.0
compo_343,grad20-NbTi mesure 2,0.0,14.98,0.0,19.95,65.06,0.0,24.29,0.0,16.68,59.03,208.42150269271983,12.678556132006104,31.775056997810395,2.2260041676777145,0.07455591,41501.94,1.0
compo_344,grad20-NbTi mesure 3,0.0,16.36,0.0,22.8,60.84,0.0,26.32,0.0,18.91,54.77,174.92060964245405,12.676912188823488,3.2146981656570706,0.6713631931990011,0.02231723,36540.76,1.0
compo_345,grad20-NbTi mesure 4,0.0,17.71,0.0,24.8,57.49,0.0,28.26,0.0,20.4,51.34,172.88673187011653,12.526311219282384,8.755862722910736,0.7634760092150877,0.01900255,35977.7,0.0
compo_346,grad20-NbTi mesure 5,0.0,18.97,0.0,27.29,53.74,0.0,30.06,0.0,22.29,47.65,165.41886600611383,12.9102619969442,3.0554956523741947,0.016312132812642616,0.01843584,36044.97,0.0
compo_347,grad20-NbTi mesure 6,0.0,20.5,0.0,29.77,49.73,0.0,32.19,0.0,24.1,43.71,162.99665112573467,12.552431690858912,4.532972860351594,0.07616443075370108,0.0147478,35343.68,0
compo_348,grad20-NbTi mesure 7,0.0,21.84,0.0,31.86,46.3,0.0,34.03,0.0,25.6,40.37,160.11324708626051,11.850907342570443,2.6684023018446887,0.14571673166334737,0.0147478,35343.68,0
compo_349,grad20-NbTi mesure 8,0.0,23.75,0.0,34.27,41.98,0.0,36.59,0.0,27.22,36.19,147.3051572108388,11.52325825892976,,,0.0147478,35343.68,0
compo_350,grad20-NbTi mesure 9,0.0,25.53,0.0,37.12,37.35,0.0,38.94,0.0,29.18,31.88,146.77709991119292,11.171225394786457,2.220117701813896,0.2800278575996453,0.0147478,35343.68,0
compo_351,grad20-NbTi mesure 10,0.0,27.23,0.0,39.41,33.36,0.0,41.12,0.0,30.69,28.19,147.58645723351503,11.26755512425139,2.517375429174232,0.08694175606038987,0.0147478,35343.68,0
compo_352,grad21-Cr mesure 1,0.0,3.39,3.91,0.0,92.7,0.0,5.72,6.81,0.0,87.47,271.8244016797514,10.03893700434222,3.5936649921886623,0.9238923762241946,0.3047236,66786.03,1.0
compo_353,grad21-Cr mesure 2,0.0,4.09,4.74,0.0,91.17,0.0,6.81,8.16,0.0,85.02,266.4925554031832,11.582634562664683,13.72464773752346,0.5118382306601967,0.1713617,53173.41,1.0
compo_354,grad21-Cr mesure 3,0.0,4.76,5.52,0.0,89.72,0.0,7.85,9.39,0.0,82.77,268.44523286037384,12.767823729296051,7.041549493737615,0.595084284383112,0.1297229,48207.25,1.0
compo_355,grad21-Cr mesure 4,0.0,5.56,6.51,0.0,87.93,0.0,9.04,10.93,0.0,80.03,265.2771306021839,13.437579593447074,8.169419597940868,0.46451996085218894,0.09857704,45893.05,1.0
compo_356,grad21-Cr mesure 5,0.0,6.45,7.59,0.0,85.96,0.0,10.34,12.56,0.0,77.1,269.1429566067074,14.546752844968555,1.65609758316475,0.42589795085673277,0.0640191,43392.66,1.0
compo_357,grad21-Cr mesure 6,0.0,7.58,8.98,0.0,83.45,0.0,11.92,14.59,0.0,73.49,267.6052708748674,15.329854811213755,12.109372904614089,0.46092656570777846,0.04981661,41337.02,1.0
compo_358,grad21-Cr mesure 7,0.0,8.79,10.42,0.0,80.79,0.0,13.57,16.61,0.0,69.82,266.9641215317846,15.967794821040872,9.58004163760547,1.0629716801811784,0.03921456,40205.76,1.0
compo_359,grad21-Cr mesure 8,0.0,10.05,12.14,0.0,77.8,0.0,15.2,18.96,0.0,65.84,266.60138546066514,16.380377985242117,6.995216673184382,0.6617622836931827,0.03876128,40017.75,1.0
compo_360,grad21-Cr mesure 9,0.0,11.66,14.06,0.0,74.27,0.0,17.21,21.44,0.0,61.35,263.4982841023,16.898151320515016,6.4036347452642515,0.43959491313581495,0.03607409,39527.28,1.0
compo_361,grad21-Cr mesure 10,0.0,13.48,16.52,0.0,70.0,0.0,19.34,24.47,0.0,56.2,265.06263363351894,18.201891043724466,4.802215536152203,0.8281396609391074,0.02739119,38830.67,1.0
compo_362,grad21-Cr mesure 11,0.0,15.53,19.23,0.0,65.23,0.0,21.6,27.62,0.0,50.77,259.2768828477723,17.624301472671295,3.60953864446471,0.5236880533850423,0.02851627,38387.9,1.0
compo_363,grad21-Cr mesure 12,0.0,17.68,22.09,0.0,60.23,0.0,23.83,30.74,0.0,45.43,265.71999005268736,19.076364683838374,8.047102389719166,0.4586034283095018,0.02807651,38322.79,1.0
compo_364,grad21-NbMo mesure 1,0.0,19.15,24.0,0.0,56.86,0.0,25.28,32.71,0.0,42.01,251.91742094843403,18.22258816459777,1.6431765127559912,0.44521928707123815,0.03084221,39806.13,1.0
compo_365,grad21-NbMo mesure 2,0.0,21.57,27.65,0.0,50.79,0.0,27.46,36.35,0.0,36.19,261.71093107742377,18.94453422953948,7.599617131341959,0.5972091788842637,0.0534876,41439.17,1.0
compo_366,grad21-NbMo mesure 3,0.0,24.37,31.28,0.0,44.35,0.0,29.91,39.63,0.0,30.46,265.5431228965373,17.37152779707804,18.98783092831351,0.14149097684711026,0.14878989999999997,46472.68,1.0
compo_367,grad21-NbMo mesure 4,0.0,27.67,35.78,0.0,36.56,0.0,32.52,43.43,0.0,24.05,251.75912017872307,15.958937581918956,10.443065296361151,1.3500899178685872,0.3132999,56528.87,1.0
compo_368,grad21-NbMo mesure 5,0.0,30.83,40.39,0.0,28.78,0.0,34.77,47.05,0.0,18.17,262.0143435394976,15.631283876676395,13.563609578007444,1.3606257428576192,0.3493746,57947.99,1.0
compo_369,grad21-NbMo mesure 6,0.0,34.36,44.91,0.0,20.73,0.0,37.21,50.23,0.0,12.57,263.123102675257,16.163282757047348,10.219242526296917,1.1440079763300555,0.1768033,47624.8,1.0
compo_370,grad21-NbMo mesure 7,0.0,36.77,48.21,0.0,15.02,0.0,38.72,52.43,0.0,8.85,264.9696206577179,17.38031970960236,9.533398357403225,0.31699242502511277,0.07146795,41523.14,1.0
compo_371,grad21-NbMo mesure 8,0.0,38.36,50.84,0.0,10.8,0.0,39.59,54.17,0.0,6.24,266.69363798489627,17.438077561688708,9.209718980530603,0.5928204581126713,0.0430014,39469.7,1.0
compo_372,grad21-NbMo mesure 9,0.0,39.64,52.41,0.0,7.95,0.0,40.36,55.11,0.0,4.53,241.40017770392123,16.53078254371946,8.318077113509517,0.5048565230466192,0.03019878,38573.63,1.0
compo_373,grad21-NbMo mesure 10,0.0,40.66,53.31,0.0,6.03,0.0,41.03,55.56,0.0,3.41,244.74289707703247,16.54811717211573,6.142692863468207,0.6501358953131583,0.02549126,38178.94,1.0
compo_374,grad21-NbMo mesure 11,0.0,40.8,54.36,0.0,4.84,0.0,40.94,56.33,0.0,2.72,246.59883477969433,16.027449880690728,9.066381342664954,0.34437553219512734,0.0262838,38118.67,1.0
compo_375,grad21-NbMo mesure 12,0.0,41.66,54.81,0.0,3.53,0.0,41.57,56.47,0.0,1.97,238.5349677580321,16.00058958433074,7.686150763502461,0.37678823653641186,0.02909374,38350.82,1.0
compo_376,grad22-Cr mesure 1,2.22,2.45,2.76,2.29,90.28,3.69,4.14,4.81,2.0,85.37,241.8614525173688,13.261051663132918,7.3450799259122075,0.5752229081371472,0.0235616,39784.42,1.0
compo_377,grad22-Cr mesure 2,2.54,2.73,3.12,4.33,87.28,4.19,4.59,5.41,3.75,82.06,236.33506779473245,12.582617893513362,20.69868202490089,1.364653364757683,0.02378059,39410.93,1.0
compo_378,grad22-Cr mesure 3,2.88,3.22,3.62,5.06,85.22,4.7,5.36,6.22,4.34,79.37,232.09511889102123,13.207224627404262,8.066023485197785,0.3978347628672904,0.02053592,39077.6,1.0
compo_379,grad22-Cr mesure 4,3.2,3.61,4.16,5.61,83.43,5.19,5.96,7.08,4.77,77.01,226.95527440891587,14.538026247582412,2.686017029484821,0.2848948209449511,0.02028444,39188.45,1.0
compo_380,grad22-Cr mesure 5,3.54,4.16,4.71,6.28,81.31,5.68,6.79,7.94,5.29,74.31,225.6614301666804,15.041902819173256,5.889364547140364,0.18110576523703348,0.01971969,38783.55,0.0
compo_381,grad22-Cr mesure 6,3.97,4.65,5.3,7.08,79.0,6.3,7.51,8.84,5.9,71.44,221.94823646121117,14.90051709115242,5.484914866681145,0.24305277879250828,0.01861628,39218.88,0.0
compo_382,grad22-Cr mesure 7,4.53,5.21,6.0,8.14,76.13,7.09,8.31,9.9,6.69,68.0,214.32426221120903,15.418227443376798,3.224252681169975,0.4638207534073704,0.01966219,35921.08,0.0
compo_383,grad22-Cr mesure 8,5.18,5.87,6.77,8.77,73.4,8.0,9.24,11.0,7.12,64.64,173.4782111746376,12.61343686773712,6.103214881628314,0.08725124158027234,0.02055995,35953.21,1.0
compo_384,grad22-Cr mesure 9,5.95,6.53,7.7,9.6,70.22,9.05,10.12,12.31,7.67,60.86,164.53082877080925,12.816023997940027,2.343979367412382,0.1217539896170047,0.08853885,39790.78,1.0
compo_385,grad22-Cr mesure 10,6.61,7.35,8.38,10.55,67.1,9.92,11.22,13.22,8.3,57.34,159.73095600081345,12.817367813031648,3.4741890738148067,0.04091116256655737,0.02582014,35343.68,1.0
compo_386,grad22-NbTiZrMo mesure 1,7.19,8.06,9.26,11.67,63.83,10.62,12.13,14.39,9.06,53.79,158.9873394723079,12.787376934099443,3.143392439145404,0.1368451598528226,0.0147478,35343.68,0
