v,Indent,Zr_at,Nb_at,Mo_at,Ti_at,Cr_at,Zr_m,Nb_m,Mo_m,Ti_m,Cr_m,E_GPa,H_GPa,CI,IQ,XRD
data_762,grad12-Nb measure 12 indent 2,9.5,39.78,16.77,12.78,21.17,10.99,46.88,20.41,7.76,13.96,175.54127176344076,11.48149252910331,0.1281994,48213.38,1.0
data_763,grad12-Nb measure 12 indent 3,9.5,39.78,16.77,12.78,21.17,10.99,46.88,20.41,7.76,13.96,236.01649349282877,14.91505841817392,0.1281994,48213.38,1.0
data_764,grad12-Nb measure 12 indent 4,9.5,39.78,16.77,12.78,21.17,10.99,46.88,20.41,7.76,13.96,152.11694216613924,10.754874885360557,0.1281994,48213.38,1.0
data_765,grad12-Nb measure 12 indent 5,9.5,39.78,16.77,12.78,21.17,10.99,46.88,20.41,7.76,13.96,149.3165814728707,10.569586457934477,0.1281994,48213.38,1.0
data_766,grad12-Nb measure 13 indent 1,9.69,35.6,17.11,14.07,23.53,11.43,42.79,21.23,8.72,15.83,149.4659813201164,10.791743292327755,0.01921754,40795.52,0.0
data_767,grad12-Nb measure 13 indent 2,9.69,35.6,17.11,14.07,23.53,11.43,42.79,21.23,8.72,15.83,146.50078514511003,10.798327626738322,0.01921754,40795.52,0.0
data_768,grad12-Nb measure 13 indent 3,9.69,35.6,17.11,14.07,23.53,11.43,42.79,21.23,8.72,15.83,147.47279326786582,10.991396337069137,0.01921754,40795.52,0.0
data_769,grad12-Nb measure 13 indent 4,9.69,35.6,17.11,14.07,23.53,11.43,42.79,21.23,8.72,15.83,146.2672729759156,10.96137880659074,0.01921754,40795.52,0.0
data_770,grad12-Nb measure 13 indent 5,9.69,35.6,17.11,14.07,23.53,11.43,42.79,21.23,8.72,15.83,184.69763107881937,13.10796006934578,0.01921754,40795.52,0.0
data_771,grad12-TiZrCrMo measure 1 indent 1,9.93,33.59,17.22,14.73,24.53,11.83,40.74,21.56,9.21,16.65,138.48725590839007,9.84404977381028,0.01914915,41566.52,0.0
data_772,grad12-TiZrCrMo measure 1 indent 2,9.93,33.59,17.22,14.73,24.53,11.83,40.74,21.56,9.21,16.65,145.7978666156949,11.015015515348562,0.01914915,41566.52,0.0
data_773,grad12-TiZrCrMo measure 1 indent 3,9.93,33.59,17.22,14.73,24.53,11.83,40.74,21.56,9.21,16.65,143.2441176438063,11.107817721468518,0.01914915,41566.52,0.0
data_774,grad12-TiZrCrMo measure 1 indent 4,9.93,33.59,17.22,14.73,24.53,11.83,40.74,21.56,9.21,16.65,153.60547757787378,10.634112906051183,0.01914915,41566.52,0.0
data_775,grad12-TiZrCrMo measure 1 indent 5,9.93,33.59,17.22,14.73,24.53,11.83,40.74,21.56,9.21,16.65,193.2047759924224,13.544262643514184,0.01914915,41566.52,0.0
data_776,grad12-TiZrCrMo measure 2 indent 1,10.33,30.54,17.85,15.45,25.84,12.44,37.45,22.61,9.77,17.73,144.7499420802409,10.952823419745426,0.0147478,35343.68,0
data_777,grad12-TiZrCrMo measure 2 indent 2,10.33,30.54,17.85,15.45,25.84,12.44,37.45,22.61,9.77,17.73,150.55758020813275,10.726496627679005,0.0147478,35343.68,0
data_778,grad12-TiZrCrMo measure 2 indent 3,10.33,30.54,17.85,15.45,25.84,12.44,37.45,22.61,9.77,17.73,150.8938516519022,10.910418813414761,0.0147478,35343.68,0
data_779,grad12-TiZrCrMo measure 2 indent 4,10.33,30.54,17.85,15.45,25.84,12.44,37.45,22.61,9.77,17.73,146.0877527720114,11.249846858313198,0.0147478,35343.68,0
data_780,grad12-TiZrCrMo measure 2 indent 5,10.33,30.54,17.85,15.45,25.84,12.44,37.45,22.61,9.77,17.73,153.46243439521828,10.87089799626168,0.0147478,35343.68,0
data_781,grad12-TiZrCrMo measure 3 indent 1,10.79,27.62,18.36,16.14,27.1,13.14,34.25,23.5,10.31,18.8,152.15696190967557,10.722426708283905,0.0147478,35343.68,0
data_782,grad12-TiZrCrMo measure 3 indent 2,10.79,27.62,18.36,16.14,27.1,13.14,34.25,23.5,10.31,18.8,149.02909434877654,11.218450328662035,0.0147478,35343.68,0
data_783,grad12-TiZrCrMo measure 3 indent 3,10.79,27.62,18.36,16.14,27.1,13.14,34.25,23.5,10.31,18.8,147.03892483375228,11.215788277658092,0.0147478,35343.68,0
data_784,grad12-TiZrCrMo measure 3 indent 4,10.79,27.62,18.36,16.14,27.1,13.14,34.25,23.5,10.31,18.8,148.2028631902973,11.144195722054498,0.0147478,35343.68,0
data_785,grad12-TiZrCrMo measure 3 indent 5,10.79,27.62,18.36,16.14,27.1,13.14,34.25,23.5,10.31,18.8,148.14450280431143,11.090207893396347,0.0147478,35343.68,0
data_786,grad12-TiZrCrMo measure 4 indent 1,10.97,24.8,18.86,17.19,28.18,13.52,31.12,24.45,11.12,19.79,147.65103004710122,11.262700975289622,0.0147478,35343.68,0
data_787,grad12-TiZrCrMo measure 4 indent 2,10.97,24.8,18.86,17.19,28.18,13.52,31.12,24.45,11.12,19.79,144.07237401444314,11.439205191228897,0.0147478,35343.68,0
data_788,grad12-TiZrCrMo measure 4 indent 3,10.97,24.8,18.86,17.19,28.18,13.52,31.12,24.45,11.12,19.79,148.85742740993072,11.30156842313827,0.0147478,35343.68,0
data_789,grad12-TiZrCrMo measure 4 indent 4,10.97,24.8,18.86,17.19,28.18,13.52,31.12,24.45,11.12,19.79,152.5282462807906,11.167855721230127,0.0147478,35343.68,0
data_790,grad12-TiZrCrMo measure 4 indent 5,10.97,24.8,18.86,17.19,28.18,13.52,31.12,24.45,11.12,19.79,151.18386690819364,11.180206203338583,0.0147478,35343.68,0
data_791,grad12-TiZrCrMo measure 5 indent 1,11.26,22.12,19.12,18.1,29.4,14.05,28.1,25.09,11.86,20.91,152.25758478902267,11.082502807734947,0.0147478,35343.68,0
data_792,grad12-TiZrCrMo measure 5 indent 2,11.26,22.12,19.12,18.1,29.4,14.05,28.1,25.09,11.86,20.91,142.95252999247833,11.546046463963318,0.0147478,35343.68,0
data_793,grad12-TiZrCrMo measure 5 indent 3,11.26,22.12,19.12,18.1,29.4,14.05,28.1,25.09,11.86,20.91,144.52091702156062,11.55027126537379,0.0147478,35343.68,0
data_794,grad12-TiZrCrMo measure 5 indent 4,11.26,22.12,19.12,18.1,29.4,14.05,28.1,25.09,11.86,20.91,148.34962713406418,11.254115053036482,0.0147478,35343.68,0
data_795,grad12-TiZrCrMo measure 5 indent 5,11.26,22.12,19.12,18.1,29.4,14.05,28.1,25.09,11.86,20.91,145.23780177987933,11.320794997446725,0.0147478,35343.68,0
data_796,grad12-TiZrCrMo measure 6 indent 1,11.74,19.41,19.53,18.76,30.56,14.8,24.92,25.9,12.42,21.96,149.0228295204647,11.462475802352985,0.0147478,35343.68,0
data_797,grad12-TiZrCrMo measure 6 indent 2,11.74,19.41,19.53,18.76,30.56,14.8,24.92,25.9,12.42,21.96,147.88561687509312,11.36897175465584,0.0147478,35343.68,0
data_798,grad12-TiZrCrMo measure 6 indent 3,11.74,19.41,19.53,18.76,30.56,14.8,24.92,25.9,12.42,21.96,147.92581943278938,11.539476660811431,0.0147478,35343.68,0
data_799,grad12-TiZrCrMo measure 6 indent 4,11.74,19.41,19.53,18.76,30.56,14.8,24.92,25.9,12.42,21.96,150.88151707160887,11.413129583390667,0.0147478,35343.68,0
data_800,grad12-TiZrCrMo measure 6 indent 5,11.74,19.41,19.53,18.76,30.56,14.8,24.92,25.9,12.42,21.96,150.55437726562627,11.435287380668562,0.0147478,35343.68,0
data_801,grad12-TiZrCrMo measure 7 indent 1,12.04,16.61,20.08,19.73,31.53,15.36,21.58,26.93,13.21,22.92,147.51017419617642,11.448118051568198,0.0147478,35343.68,0
data_802,grad12-TiZrCrMo measure 7 indent 2,12.04,16.61,20.08,19.73,31.53,15.36,21.58,26.93,13.21,22.92,144.55105045492292,11.68415287508209,0.0147478,35343.68,0
data_803,grad12-TiZrCrMo measure 7 indent 3,12.04,16.61,20.08,19.73,31.53,15.36,21.58,26.93,13.21,22.92,148.06930984408757,11.512581383761498,0.0147478,35343.68,0
data_804,grad12-TiZrCrMo measure 7 indent 4,12.04,16.61,20.08,19.73,31.53,15.36,21.58,26.93,13.21,22.92,148.98791528581597,11.59060912855355,0.0147478,35343.68,0
data_805,grad12-TiZrCrMo measure 7 indent 5,12.04,16.61,20.08,19.73,31.53,15.36,21.58,26.93,13.21,22.92,150.15297070507683,11.627675313049515,0.0147478,35343.68,0
data_806,grad12-TiZrCrMo measure 8 indent 1,12.48,14.48,20.33,20.21,32.5,16.05,18.97,27.5,13.65,23.82,147.43992124009847,11.4663664935501,0.0147478,35343.68,0
data_807,grad12-TiZrCrMo measure 8 indent 2,12.48,14.48,20.33,20.21,32.5,16.05,18.97,27.5,13.65,23.82,148.23161710783742,11.591162970155635,0.0147478,35343.68,0
data_808,grad12-TiZrCrMo measure 8 indent 3,12.48,14.48,20.33,20.21,32.5,16.05,18.97,27.5,13.65,23.82,147.667254353374,11.611917681172567,0.0147478,35343.68,0
data_809,grad12-TiZrCrMo measure 8 indent 4,12.48,14.48,20.33,20.21,32.5,16.05,18.97,27.5,13.65,23.82,148.07788153257468,11.788565553187626,0.0147478,35343.68,0
data_810,grad12-TiZrCrMo measure 8 indent 5,12.48,14.48,20.33,20.21,32.5,16.05,18.97,27.5,13.65,23.82,149.96778780582713,11.425724439580009,0.0147478,35343.68,0
data_811,grad12-TiZrCrMo measure 9 indent 1,12.9,12.08,20.79,20.98,33.25,16.75,15.97,28.38,14.3,24.6,152.97935162485612,11.595248783425147,0.0147478,35343.68,0
data_812,grad12-TiZrCrMo measure 9 indent 2,12.9,12.08,20.79,20.98,33.25,16.75,15.97,28.38,14.3,24.6,156.9571638558071,11.308772526695563,0.0147478,35343.68,0
data_813,grad12-TiZrCrMo measure 9 indent 3,12.9,12.08,20.79,20.98,33.25,16.75,15.97,28.38,14.3,24.6,142.62040977503415,11.919176068472524,0.0147478,35343.68,0
data_814,grad12-TiZrCrMo measure 9 indent 4,12.9,12.08,20.79,20.98,33.25,16.75,15.97,28.38,14.3,24.6,148.7725524160316,11.656830388077065,0.0147478,35343.68,0
data_815,grad12-TiZrCrMo measure 9 indent 5,12.9,12.08,20.79,20.98,33.25,16.75,15.97,28.38,14.3,24.6,149.3233132203904,11.692044273644047,0.0147478,35343.68,0
data_816,grad12-TiZrCrMo measure 10 indent 1,13.41,9.67,21.02,21.83,34.07,17.58,12.92,29.0,15.03,25.47,146.96486604064776,11.660912926441705,0.0147478,35343.68,0
data_817,grad12-TiZrCrMo measure 10 indent 2,13.41,9.67,21.02,21.83,34.07,17.58,12.92,29.0,15.03,25.47,146.47028576890966,11.904627257866824,0.0147478,35343.68,0
data_818,grad12-TiZrCrMo measure 10 indent 3,13.41,9.67,21.02,21.83,34.07,17.58,12.92,29.0,15.03,25.47,148.44631945015234,11.80949890235961,0.0147478,35343.68,0
data_819,grad12-TiZrCrMo measure 10 indent 4,13.41,9.67,21.02,21.83,34.07,17.58,12.92,29.0,15.03,25.47,152.62550007851002,11.70939757814764,0.0147478,35343.68,0
data_820,grad12-TiZrCrMo measure 10 indent 5,13.41,9.67,21.02,21.83,34.07,17.58,12.92,29.0,15.03,25.47,146.7356075455172,11.726756783558876,0.0147478,35343.68,0
data_821,grad12-TiZrCrMo measure 11 indent 1,13.86,8.02,21.44,22.18,34.49,18.26,10.77,29.72,15.35,25.9,0,0,0.0147478,35343.68,0
data_822,grad12-TiZrCrMo measure 11 indent 2,13.86,8.02,21.44,22.18,34.49,18.26,10.77,29.72,15.35,25.9,147.52356059234737,11.678686673932555,0.0147478,35343.68,0
data_823,grad12-TiZrCrMo measure 11 indent 3,13.86,8.02,21.44,22.18,34.49,18.26,10.77,29.72,15.35,25.9,150.33153639349723,11.552387987961545,0.0147478,35343.68,0
data_824,grad12-TiZrCrMo measure 11 indent 4,13.86,8.02,21.44,22.18,34.49,18.26,10.77,29.72,15.35,25.9,145.6226242681612,11.854613542126087,0.0147478,35343.68,0
data_825,grad12-TiZrCrMo measure 11 indent 5,13.86,8.02,21.44,22.18,34.49,18.26,10.77,29.72,15.35,25.9,149.24698849958688,11.475194480373155,0.0147478,35343.68,0
data_826,grad12-TiZrCrMo measure 12 indent 1,14.26,6.7,21.86,21.94,35.25,18.84,9.01,30.37,15.22,26.55,145.51287143551355,11.556363644955544,0.0147478,35343.68,0
data_827,grad12-TiZrCrMo measure 12 indent 2,14.26,6.7,21.86,21.94,35.25,18.84,9.01,30.37,15.22,26.55,143.39362245518817,11.646566875416735,0.0147478,35343.68,0
data_828,grad12-TiZrCrMo measure 12 indent 3,14.26,6.7,21.86,21.94,35.25,18.84,9.01,30.37,15.22,26.55,142.62743900071686,11.766932727167829,0.0147478,35343.68,0
data_829,grad12-TiZrCrMo measure 12 indent 4,14.26,6.7,21.86,21.94,35.25,18.84,9.01,30.37,15.22,26.55,142.9324774707402,11.76285744165682,0.0147478,35343.68,0
data_830,grad12-TiZrCrMo measure 12 indent 5,14.26,6.7,21.86,21.94,35.25,18.84,9.01,30.37,15.22,26.55,146.0615954199398,11.637535187279806,0.0147478,35343.68,0
data_831,grad13-Nb measure 1 indent 1,0.0,83.09,12.81,4.1,0.0,0.0,84.41,13.44,2.15,0.0,151.11119650389656,4.675724413228055,0.2913553,57980.77,1.0
data_832,grad13-Nb measure 1 indent 2,0.0,83.09,12.81,4.1,0.0,0.0,84.41,13.44,2.15,0.0,176.30901334750536,5.002113524048917,0.2913553,57980.77,1.0
data_833,grad13-Nb measure 1 indent 3,0.0,83.09,12.81,4.1,0.0,0.0,84.41,13.44,2.15,0.0,156.28656808798195,4.5428732848876505,0.2913553,57980.77,1.0
data_834,grad13-Nb measure 1 indent 4,0.0,83.09,12.81,4.1,0.0,0.0,84.41,13.44,2.15,0.0,146.98391403520793,4.486112381961437,0.2913553,57980.77,1.0
data_835,grad13-Nb measure 1 indent 5,0.0,83.09,12.81,4.1,0.0,0.0,84.41,13.44,2.15,0.0,149.5611009540585,4.6406194182111555,0.2913553,57980.77,1.0
data_836,grad13-Nb measure 2 indent 1,0.0,83.98,15.2,0.82,0.0,0.0,83.89,15.68,0.42,0.0,146.8273409053974,3.704407322805376,0.8238656999999999,91219.87,1.0
data_837,grad13-Nb measure 2 indent 2,0.0,83.98,15.2,0.82,0.0,0.0,83.89,15.68,0.42,0.0,182.08881110352607,5.049188585643964,0.8238656999999999,91219.87,1.0
data_838,grad13-Nb measure 2 indent 3,0.0,83.98,15.2,0.82,0.0,0.0,83.89,15.68,0.42,0.0,163.56630674446237,4.581117367460926,0.8238656999999999,91219.87,1.0
data_839,grad13-Nb measure 2 indent 4,0.0,83.98,15.2,0.82,0.0,0.0,83.89,15.68,0.42,0.0,153.658181108584,4.196473636525795,0.8238656999999999,91219.87,1.0
data_840,grad13-Nb measure 2 indent 5,0.0,83.98,15.2,0.82,0.0,0.0,83.89,15.68,0.42,0.0,140.26641125061911,3.342150332518397,0.8238656999999999,91219.87,1.0
data_841,grad13-Nb measure 3 indent 1,0.0,82.46,16.98,0.55,0.0,0.0,82.23,17.49,0.28,0.0,159.86697530731374,4.452686732152395,0.9041234,98453.55,1.0
data_842,grad13-Nb measure 3 indent 2,0.0,82.46,16.98,0.55,0.0,0.0,82.23,17.49,0.28,0.0,165.16513609116092,4.550697838569249,0.9041234,98453.55,1.0
data_843,grad13-Nb measure 3 indent 3,0.0,82.46,16.98,0.55,0.0,0.0,82.23,17.49,0.28,0.0,162.7286919882889,4.552601191626551,0.9041234,98453.55,1.0
data_844,grad13-Nb measure 3 indent 4,0.0,82.46,16.98,0.55,0.0,0.0,82.23,17.49,0.28,0.0,170.89219110954755,4.484056777656921,0.9041234,98453.55,1.0
data_845,grad13-Nb measure 3 indent 5,0.0,82.46,16.98,0.55,0.0,0.0,82.23,17.49,0.28,0.0,172.97879305008257,4.5315100065316845,0.9041234,98453.55,1.0
data_846,grad13-Nb measure 4 indent 1,0.0,80.09,18.88,1.03,0.0,0.0,80.0,19.47,0.53,0.0,169.40135645599526,4.805621033532413,0.8928050999999999,99791.73,1.0
data_847,grad13-Nb measure 4 indent 2,0.0,80.09,18.88,1.03,0.0,0.0,80.0,19.47,0.53,0.0,166.6297452490028,4.749196251523042,0.8928050999999999,99791.73,1.0
data_848,grad13-Nb measure 4 indent 3,0.0,80.09,18.88,1.03,0.0,0.0,80.0,19.47,0.53,0.0,166.5276158239158,4.7702890541997185,0.8928050999999999,99791.73,1.0
data_849,grad13-Nb measure 4 indent 4,0.0,80.09,18.88,1.03,0.0,0.0,80.0,19.47,0.53,0.0,169.34684161642275,4.612368192610356,0.8928050999999999,99791.73,1.0
data_850,grad13-Nb measure 4 indent 5,0.0,80.09,18.88,1.03,0.0,0.0,80.0,19.47,0.53,0.0,172.49723214071173,4.65871698551808,0.8928050999999999,99791.73,1.0
data_851,grad13-Nb measure 5 indent 1,0.0,77.34,21.22,1.44,0.0,0.0,77.34,21.91,0.74,0.0,177.70047236929662,5.048547318397778,0.8759905000000001,100019.5,1.0
data_852,grad13-Nb measure 5 indent 2,0.0,77.34,21.22,1.44,0.0,0.0,77.34,21.91,0.74,0.0,174.39750760376324,5.053299573405799,0.8759905000000001,100019.5,1.0
data_853,grad13-Nb measure 5 indent 3,0.0,77.34,21.22,1.44,0.0,0.0,77.34,21.91,0.74,0.0,174.97876426903503,5.074307560783737,0.8759905000000001,100019.5,1.0
data_854,grad13-Nb measure 5 indent 4,0.0,77.34,21.22,1.44,0.0,0.0,77.34,21.91,0.74,0.0,172.93468018376637,5.119566112586213,0.8759905000000001,100019.5,1.0
data_855,grad13-Nb measure 5 indent 5,0.0,77.34,21.22,1.44,0.0,0.0,77.34,21.91,0.74,0.0,185.56707116198677,5.565151680115292,0.8759905000000001,100019.5,1.0
data_856,grad13-Nb measure 6 indent 1,0.0,74.74,23.2,2.06,0.0,0.0,74.92,24.02,1.06,0.0,173.22548371527586,5.465838893728662,0.8640223,100095.6,1.0
data_857,grad13-Nb measure 6 indent 2,0.0,74.74,23.2,2.06,0.0,0.0,74.92,24.02,1.06,0.0,182.1523353551156,5.430824038428983,0.8640223,100095.6,1.0
data_858,grad13-Nb measure 6 indent 3,0.0,74.74,23.2,2.06,0.0,0.0,74.92,24.02,1.06,0.0,180.61610852306833,5.471911266080694,0.8640223,100095.6,1.0
data_859,grad13-Nb measure 6 indent 4,0.0,74.74,23.2,2.06,0.0,0.0,74.92,24.02,1.06,0.0,191.02286061069,5.438687166634697,0.8640223,100095.6,1.0
data_860,grad13-Nb measure 6 indent 5,0.0,74.74,23.2,2.06,0.0,0.0,74.92,24.02,1.06,0.0,175.10607625592138,5.526787750826507,0.8640223,100095.6,1.0
data_861,grad13-Nb measure 7 indent 1,0.0,72.01,25.23,2.76,0.0,0.0,72.38,26.19,1.43,0.0,184.9573247041176,5.826719683553456,0.8489267,99677.63,1.0
data_862,grad13-Nb measure 7 indent 2,0.0,72.01,25.23,2.76,0.0,0.0,72.38,26.19,1.43,0.0,189.38805950494734,5.6591532500649455,0.8489267,99677.63,1.0
data_863,grad13-Nb measure 7 indent 3,0.0,72.01,25.23,2.76,0.0,0.0,72.38,26.19,1.43,0.0,184.30258193676462,5.994392478869286,0.8489267,99677.63,1.0
data_864,grad13-Nb measure 7 indent 4,0.0,72.01,25.23,2.76,0.0,0.0,72.38,26.19,1.43,0.0,185.56775328797323,5.838495600690507,0.8489267,99677.63,1.0
data_865,grad13-Nb measure 7 indent 5,0.0,72.01,25.23,2.76,0.0,0.0,72.38,26.19,1.43,0.0,186.2063359721156,5.7877952798463035,0.8489267,99677.63,1.0
data_866,grad13-Nb measure 8 indent 1,0.0,68.33,27.9,3.76,0.0,0.0,68.96,29.08,1.96,0.0,194.75999171264155,6.259202350455755,0.879225,102162.3,1.0
data_867,grad13-Nb measure 8 indent 2,0.0,68.33,27.9,3.76,0.0,0.0,68.96,29.08,1.96,0.0,192.88748117843988,6.235117120203614,0.879225,102162.3,1.0
data_868,grad13-Nb measure 8 indent 3,0.0,68.33,27.9,3.76,0.0,0.0,68.96,29.08,1.96,0.0,192.61039938081274,6.29990911507624,0.879225,102162.3,1.0
data_869,grad13-Nb measure 8 indent 4,0.0,68.33,27.9,3.76,0.0,0.0,68.96,29.08,1.96,0.0,172.81246325878405,5.3207112125096545,0.879225,102162.3,1.0
data_870,grad13-Nb measure 8 indent 5,0.0,68.33,27.9,3.76,0.0,0.0,68.96,29.08,1.96,0.0,191.1277665163268,6.273209566265833,0.879225,102162.3,1.0
data_871,grad13-Nb measure 9 indent 1,0.0,64.85,30.18,4.97,0.0,0.0,65.78,31.62,2.6,0.0,187.94946339775896,6.410993130715778,0.879393,104793.7,1.0
data_872,grad13-Nb measure 9 indent 2,0.0,64.85,30.18,4.97,0.0,0.0,65.78,31.62,2.6,0.0,204.89440273312763,6.702612268306163,0.879393,104793.7,1.0
data_873,grad13-Nb measure 9 indent 3,0.0,64.85,30.18,4.97,0.0,0.0,65.78,31.62,2.6,0.0,201.93345979155112,6.6859859696978745,0.879393,104793.7,1.0
data_874,grad13-Nb measure 9 indent 4,0.0,64.85,30.18,4.97,0.0,0.0,65.78,31.62,2.6,0.0,203.04520139102104,6.657823841023709,0.879393,104793.7,1.0
data_875,grad13-Nb measure 9 indent 5,0.0,64.85,30.18,4.97,0.0,0.0,65.78,31.62,2.6,0.0,199.38246927319466,6.646100498559425,0.879393,104793.7,1.0
data_876,grad13-Nb measure 10 indent 1,0.0,61.03,33.04,5.93,0.0,0.0,62.15,34.74,3.11,0.0,210.50585169304554,7.088633723233005,0.8866364999999999,105419.6,1.0
data_877,grad13-Nb measure 10 indent 2,0.0,61.03,33.04,5.93,0.0,0.0,62.15,34.74,3.11,0.0,202.11074141616558,6.683994433134404,0.8866364999999999,105419.6,1.0
data_878,grad13-Nb measure 10 indent 3,0.0,61.03,33.04,5.93,0.0,0.0,62.15,34.74,3.11,0.0,211.37339559884796,7.070686666574181,0.8866364999999999,105419.6,1.0
data_879,grad13-Nb measure 10 indent 4,0.0,61.03,33.04,5.93,0.0,0.0,62.15,34.74,3.11,0.0,215.52237807820987,7.082623352415685,0.8866364999999999,105419.6,1.0
data_880,grad13-Nb measure 10 indent 5,0.0,61.03,33.04,5.93,0.0,0.0,62.15,34.74,3.11,0.0,202.57651751862778,6.188871762297106,0.8866364999999999,105419.6,1.0
data_881,grad13-Nb measure 11 indent 1,0.0,58.8,36.19,5.01,0.0,0.0,59.54,37.84,2.62,0.0,207.91032129962912,7.43596703124506,0.8912378000000001,105825.8,1.0
data_882,grad13-Nb measure 11 indent 2,0.0,58.8,36.19,5.01,0.0,0.0,59.54,37.84,2.62,0.0,209.6190099749682,7.426377024001251,0.8912378000000001,105825.8,1.0
data_883,grad13-Nb measure 11 indent 3,0.0,58.8,36.19,5.01,0.0,0.0,59.54,37.84,2.62,0.0,214.72087817677559,7.45369812242224,0.8912378000000001,105825.8,1.0
data_884,grad13-Nb measure 11 indent 4,0.0,58.8,36.19,5.01,0.0,0.0,59.54,37.84,2.62,0.0,217.8227582768244,7.44805480743903,0.8912378000000001,105825.8,1.0
data_885,grad13-Nb measure 11 indent 5,0.0,58.8,36.19,5.01,0.0,0.0,59.54,37.84,2.62,0.0,222.20222060470746,7.425326527586845,0.8912378000000001,105825.8,1.0
data_886,grad13-Nb measure 12 indent 1,0.0,55.31,38.64,6.05,0.0,0.0,56.25,40.58,3.17,0.0,225.5850981717756,7.7618281168625645,0.9001847,108334.4,1.0
data_887,grad13-Nb measure 12 indent 2,0.0,55.31,38.64,6.05,0.0,0.0,56.25,40.58,3.17,0.0,38.608770556340765,0.38913686653857416,0.9001847,108334.4,1.0
data_888,grad13-Nb measure 12 indent 3,0.0,55.31,38.64,6.05,0.0,0.0,56.25,40.58,3.17,0.0,213.4356088199262,7.753877672281316,0.9001847,108334.4,1.0
data_889,grad13-Nb measure 12 indent 4,0.0,55.31,38.64,6.05,0.0,0.0,56.25,40.58,3.17,0.0,217.5094281936641,7.711902864164497,0.9001847,108334.4,1.0
data_890,grad13-Nb measure 12 indent 5,0.0,55.31,38.64,6.05,0.0,0.0,56.25,40.58,3.17,0.0,219.443547408447,7.803525056615076,0.9001847,108334.4,1.0
data_891,grad13-TiMo measure 1 indent 1,0.0,53.86,40.51,5.63,0.0,0.0,54.63,42.43,2.94,0.0,201.50512629865239,8.054003870259777,0.9144061,98633.53,1.0
data_892,grad13-TiMo measure 1 indent 2,0.0,53.86,40.51,5.63,0.0,0.0,54.63,42.43,2.94,0.0,213.64820143280105,7.9926686374763145,0.9144061,98633.53,1.0
data_893,grad13-TiMo measure 1 indent 3,0.0,53.86,40.51,5.63,0.0,0.0,54.63,42.43,2.94,0.0,203.241412114026,7.965648572521291,0.9144061,98633.53,1.0
data_894,grad13-TiMo measure 1 indent 4,0.0,53.86,40.51,5.63,0.0,0.0,54.63,42.43,2.94,0.0,209.64305999333772,7.97725141495499,0.9144061,98633.53,1.0
data_895,grad13-TiMo measure 1 indent 5,0.0,53.86,40.51,5.63,0.0,0.0,54.63,42.43,2.94,0.0,206.39363258963894,8.006387688395128,0.9144061,98633.53,1.0
data_896,grad13-TiMo measure 2 indent 1,0.0,50.67,43.26,6.07,0.0,0.0,51.46,45.36,3.18,0.0,213.43581138884787,8.438724183385073,0.9196291999999999,101837.8,1.0
data_897,grad13-TiMo measure 2 indent 2,0.0,50.67,43.26,6.07,0.0,0.0,51.46,45.36,3.18,0.0,219.76750055834344,8.419559566480817,0.9196291999999999,101837.8,1.0
data_898,grad13-TiMo measure 2 indent 3,0.0,50.67,43.26,6.07,0.0,0.0,51.46,45.36,3.18,0.0,220.22265630722296,8.212262008581261,0.9196291999999999,101837.8,1.0
data_899,grad13-TiMo measure 2 indent 4,0.0,50.67,43.26,6.07,0.0,0.0,51.46,45.36,3.18,0.0,215.8956652872459,8.31452034896447,0.9196291999999999,101837.8,1.0
data_900,grad13-TiMo measure 2 indent 5,0.0,50.67,43.26,6.07,0.0,0.0,51.46,45.36,3.18,0.0,215.5099042651279,8.279855271033597,0.9196291999999999,101837.8,1.0
data_901,grad13-TiMo measure 3 indent 1,0.0,43.37,42.51,14.12,0.0,0.0,45.87,46.43,7.7,0.0,261.94338256933145,10.254627167991574,0.6044613,79965.08,1.0
data_902,grad13-TiMo measure 3 indent 2,0.0,43.37,42.51,14.12,0.0,0.0,45.87,46.43,7.7,0.0,259.4343126918726,10.184975981950533,0.6044613,79965.08,1.0
data_903,grad13-TiMo measure 3 indent 3,0.0,43.37,42.51,14.12,0.0,0.0,45.87,46.43,7.7,0.0,229.2647250894156,8.918476438379011,0.6044613,79965.08,1.0
data_904,grad13-TiMo measure 3 indent 4,0.0,43.37,42.51,14.12,0.0,0.0,45.87,46.43,7.7,0.0,247.91157662379385,9.482790074285408,0.6044613,79965.08,1.0
data_905,grad13-TiMo measure 3 indent 5,0.0,43.37,42.51,14.12,0.0,0.0,45.87,46.43,7.7,0.0,263.367994707021,10.500642693813747,0.6044613,79965.08,1.0
