v,Indent,Zr_at,Nb_at,Mo_at,Ti_at,Cr_at,Zr_m,Nb_m,Mo_m,Ti_m,Cr_m,E_GPa,H_GPa,CI,IQ,XRD
data_1056,grad14-ZrCr measure 7 indent 1,29.87,0.0,0.0,12.76,57.37,43.12,0.0,0.0,9.68,47.21,133.9618172240422,10.792143143333377,0.0147478,35343.68,0
data_1057,grad14-ZrCr measure 7 indent 2,29.87,0.0,0.0,12.76,57.37,43.12,0.0,0.0,9.68,47.21,132.9574397701682,11.21144123307896,0.0147478,35343.68,0
data_1058,grad14-ZrCr measure 7 indent 3,29.87,0.0,0.0,12.76,57.37,43.12,0.0,0.0,9.68,47.21,133.46811021344266,11.309968280374592,0.0147478,35343.68,0
data_1059,grad14-ZrCr measure 7 indent 4,29.87,0.0,0.0,12.76,57.37,43.12,0.0,0.0,9.68,47.21,139.08993257749074,11.031090954882616,0.0147478,35343.68,0
data_1060,grad14-ZrCr measure 7 indent 5,29.87,0.0,0.0,12.76,57.37,43.12,0.0,0.0,9.68,47.21,134.55250837078077,11.239442008270593,0.0147478,35343.68,0
data_1061,grad14-ZrCr measure 8 indent 1,30.56,0.0,0.0,10.9,58.55,43.87,0.0,0.0,8.21,47.91,131.50415477803216,11.351434122424365,0.0147478,35343.68,0
data_1062,grad14-ZrCr measure 8 indent 2,30.56,0.0,0.0,10.9,58.55,43.87,0.0,0.0,8.21,47.91,133.03738163690844,11.161337408131939,0.0147478,35343.68,0
data_1063,grad14-ZrCr measure 8 indent 3,30.56,0.0,0.0,10.9,58.55,43.87,0.0,0.0,8.21,47.91,132.27238676768206,11.371660204408311,0.0147478,35343.68,0
data_1064,grad14-ZrCr measure 8 indent 4,30.56,0.0,0.0,10.9,58.55,43.87,0.0,0.0,8.21,47.91,128.97576996478276,11.440784853461238,0.0147478,35343.68,0
data_1065,grad14-ZrCr measure 8 indent 5,30.56,0.0,0.0,10.9,58.55,43.87,0.0,0.0,8.21,47.91,138.75744988437222,10.94218547253061,0.0147478,35343.68,0
data_1066,grad14-ZrCr measure 9 indent 1,31.12,0.0,0.0,9.2,59.68,44.48,0.0,0.0,6.9,48.62,131.20855905208393,11.491295243091692,0.0147478,35343.68,0
data_1067,grad14-ZrCr measure 9 indent 2,31.12,0.0,0.0,9.2,59.68,44.48,0.0,0.0,6.9,48.62,131.057896781046,11.490273436797361,0.0147478,35343.68,0
data_1068,grad14-ZrCr measure 9 indent 3,31.12,0.0,0.0,9.2,59.68,44.48,0.0,0.0,6.9,48.62,131.39406457358461,11.492070393083209,0.0147478,35343.68,0
data_1069,grad14-ZrCr measure 9 indent 4,31.12,0.0,0.0,9.2,59.68,44.48,0.0,0.0,6.9,48.62,0,0,0.0147478,35343.68,0
data_1070,grad14-ZrCr measure 9 indent 5,31.12,0.0,0.0,9.2,59.68,44.48,0.0,0.0,6.9,48.62,133.90463170814192,11.280102884303654,0.0147478,35343.68,0
data_1071,grad14-ZrCr measure 10 indent 1,31.82,0.0,0.0,7.81,60.36,45.25,0.0,0.0,5.83,48.92,128.79449396197006,11.514457950777228,0.0147478,35343.68,0
data_1072,grad14-ZrCr measure 10 indent 2,31.82,0.0,0.0,7.81,60.36,45.25,0.0,0.0,5.83,48.92,136.22759698956185,11.248404243767991,0.0147478,35343.68,0
data_1073,grad14-ZrCr measure 10 indent 3,31.82,0.0,0.0,7.81,60.36,45.25,0.0,0.0,5.83,48.92,131.20208956520864,11.627919062816904,0.0147478,35343.68,0
data_1074,grad14-ZrCr measure 10 indent 4,31.82,0.0,0.0,7.81,60.36,45.25,0.0,0.0,5.83,48.92,138.29829245451666,10.963308818694031,0.0147478,35343.68,0
data_1075,grad14-ZrCr measure 10 indent 5,31.82,0.0,0.0,7.81,60.36,45.25,0.0,0.0,5.83,48.92,134.7421302580856,11.13643749520023,0.0147478,35343.68,0
data_1076,grad14-ZrCr measure 11 indent 1,32.43,0.0,0.0,6.48,61.09,45.9,0.0,0.0,4.82,49.29,127.99076160189135,11.230782804952625,0.0147478,35343.68,0
data_1077,grad14-ZrCr measure 11 indent 2,32.43,0.0,0.0,6.48,61.09,45.9,0.0,0.0,4.82,49.29,134.29479839288965,11.292212818060179,0.0147478,35343.68,0
data_1078,grad14-ZrCr measure 11 indent 3,32.43,0.0,0.0,6.48,61.09,45.9,0.0,0.0,4.82,49.29,134.67759154004133,11.24224243948777,0.0147478,35343.68,0
data_1079,grad14-ZrCr measure 11 indent 4,32.43,0.0,0.0,6.48,61.09,45.9,0.0,0.0,4.82,49.29,132.8657076466164,10.564612855138911,0.0147478,35343.68,0
data_1080,grad14-ZrCr measure 11 indent 5,32.43,0.0,0.0,6.48,61.09,45.9,0.0,0.0,4.82,49.29,134.08241846117534,11.313274473238355,0.0147478,35343.68,0
data_1081,grad14-ZrCr measure 12 indent 1,32.98,0.0,0.0,5.64,61.38,46.5,0.0,0.0,4.17,49.33,131.37437674192284,11.047981038728285,0.0147478,35343.68,0
data_1082,grad14-ZrCr measure 12 indent 2,32.98,0.0,0.0,5.64,61.38,46.5,0.0,0.0,4.17,49.33,132.96525165892095,11.147494528254194,0.0147478,35343.68,0
data_1083,grad14-ZrCr measure 12 indent 3,32.98,0.0,0.0,5.64,61.38,46.5,0.0,0.0,4.17,49.33,136.33919393165394,10.729848207183355,0.0147478,35343.68,0
data_1084,grad14-ZrCr measure 12 indent 4,32.98,0.0,0.0,5.64,61.38,46.5,0.0,0.0,4.17,49.33,126.18374378859446,11.543608944925188,0.0147478,35343.68,0
data_1085,grad14-ZrCr measure 12 indent 5,32.98,0.0,0.0,5.64,61.38,46.5,0.0,0.0,4.17,49.33,127.03834152994283,11.515178998132953,0.0147478,35343.68,0
data_1086,grad15-Ti measure 1 indent 1,13.2,0.0,15.03,71.78,0.0,19.79,0.0,23.7,56.52,0.0,0,0,0.01953953,38684.78,0.0
data_1087,grad15-Ti measure 1 indent 2,13.2,0.0,15.03,71.78,0.0,19.79,0.0,23.7,56.52,0.0,172.21247365470404,9.643935471811481,0.01953953,38684.78,0.0
data_1088,grad15-Ti measure 1 indent 3,13.2,0.0,15.03,71.78,0.0,19.79,0.0,23.7,56.52,0.0,174.7287639875138,9.719209750502428,0.01953953,38684.78,0.0
data_1089,grad15-Ti measure 1 indent 4,13.2,0.0,15.03,71.78,0.0,19.79,0.0,23.7,56.52,0.0,186.7963356756793,9.653768567710564,0.01953953,38684.78,0.0
data_1090,grad15-Ti measure 1 indent 5,13.2,0.0,15.03,71.78,0.0,19.79,0.0,23.7,56.52,0.0,186.24909097977127,9.625588008555468,0.01953953,38684.78,0.0
data_1091,grad15-Ti measure 2 indent 1,15.24,0.0,17.62,67.14,0.0,22.08,0.0,26.85,51.07,0.0,176.58731113784236,9.951083581990456,0.01969366,38598.09,0.0
data_1092,grad15-Ti measure 2 indent 2,15.24,0.0,17.62,67.14,0.0,22.08,0.0,26.85,51.07,0.0,175.3874652344579,10.067529800427764,0.01969366,38598.09,0.0
data_1093,grad15-Ti measure 2 indent 3,15.24,0.0,17.62,67.14,0.0,22.08,0.0,26.85,51.07,0.0,168.7926417186376,9.842043399175463,0.01969366,38598.09,0.0
data_1094,grad15-Ti measure 2 indent 4,15.24,0.0,17.62,67.14,0.0,22.08,0.0,26.85,51.07,0.0,177.50069792623037,10.007250215646039,0.01969366,38598.09,0.0
data_1095,grad15-Ti measure 2 indent 5,15.24,0.0,17.62,67.14,0.0,22.08,0.0,26.85,51.07,0.0,168.9475113770836,8.772647604386492,0.01969366,38598.09,0.0
data_1096,grad15-Ti measure 3 indent 1,17.24,0.0,20.05,62.71,0.0,24.2,0.0,29.59,46.21,0.0,169.68284673511596,10.389275288896597,0.02108327,38647.42,1.0
data_1097,grad15-Ti measure 3 indent 2,17.24,0.0,20.05,62.71,0.0,24.2,0.0,29.59,46.21,0.0,164.8206360461463,10.27489812296567,0.02108327,38647.42,1.0
data_1098,grad15-Ti measure 3 indent 3,17.24,0.0,20.05,62.71,0.0,24.2,0.0,29.59,46.21,0.0,165.22644167850495,9.455340137553662,0.02108327,38647.42,1.0
data_1099,grad15-Ti measure 3 indent 4,17.24,0.0,20.05,62.71,0.0,24.2,0.0,29.59,46.21,0.0,171.8821169269835,10.327877294765337,0.02108327,38647.42,1.0
data_1100,grad15-Ti measure 3 indent 5,17.24,0.0,20.05,62.71,0.0,24.2,0.0,29.59,46.21,0.0,177.44531830304382,10.355116874768008,0.02108327,38647.42,1.0
data_1101,grad15-Ti measure 4 indent 1,18.84,0.0,22.19,58.97,0.0,25.76,0.0,31.91,42.33,0.0,171.58214632910875,10.64491345724138,0.0226257,38822.11,1.0
data_1102,grad15-Ti measure 4 indent 2,18.84,0.0,22.19,58.97,0.0,25.76,0.0,31.91,42.33,0.0,176.4418929856982,10.430378776231723,0.0226257,38822.11,1.0
data_1103,grad15-Ti measure 4 indent 3,18.84,0.0,22.19,58.97,0.0,25.76,0.0,31.91,42.33,0.0,177.2818382603169,9.846538588175365,0.0226257,38822.11,1.0
data_1104,grad15-Ti measure 4 indent 4,18.84,0.0,22.19,58.97,0.0,25.76,0.0,31.91,42.33,0.0,189.41845697930825,11.392471545563515,0.0226257,38822.11,1.0
data_1105,grad15-Ti measure 4 indent 5,18.84,0.0,22.19,58.97,0.0,25.76,0.0,31.91,42.33,0.0,185.43859437721142,11.594041833811891,0.0226257,38822.11,1.0
data_1106,grad15-Ti measure 5 indent 1,20.51,0.0,24.31,55.19,0.0,27.32,0.0,34.06,38.61,0.0,180.2221753444436,11.32467785953049,0.01979241,38551.41,0.0
data_1107,grad15-Ti measure 5 indent 2,20.51,0.0,24.31,55.19,0.0,27.32,0.0,34.06,38.61,0.0,180.54424642306455,11.596026220598157,0.01979241,38551.41,0.0
data_1108,grad15-Ti measure 5 indent 3,20.51,0.0,24.31,55.19,0.0,27.32,0.0,34.06,38.61,0.0,183.52584486155726,10.958651798137925,0.01979241,38551.41,0.0
data_1109,grad15-Ti measure 5 indent 4,20.51,0.0,24.31,55.19,0.0,27.32,0.0,34.06,38.61,0.0,182.78429976105065,11.450121075107887,0.01979241,38551.41,0.0
data_1110,grad15-Ti measure 5 indent 5,20.51,0.0,24.31,55.19,0.0,27.32,0.0,34.06,38.61,0.0,174.0904977391698,11.041374580932885,0.01979241,38551.41,0.0
data_1111,grad15-Ti measure 6 indent 1,21.85,0.0,26.12,52.03,0.0,28.5,0.0,35.85,35.65,0.0,177.3630191193368,11.672425303541093,0.02166546,38607.58,1.0
data_1112,grad15-Ti measure 6 indent 2,21.85,0.0,26.12,52.03,0.0,28.5,0.0,35.85,35.65,0.0,169.30793658425586,11.808059437830602,0.02166546,38607.58,1.0
data_1113,grad15-Ti measure 6 indent 3,21.85,0.0,26.12,52.03,0.0,28.5,0.0,35.85,35.65,0.0,175.5001825491071,11.78133052318935,0.02166546,38607.58,1.0
data_1114,grad15-Ti measure 6 indent 4,21.85,0.0,26.12,52.03,0.0,28.5,0.0,35.85,35.65,0.0,173.69670171334428,10.8914542455331,0.02166546,38607.58,1.0
data_1115,grad15-Ti measure 6 indent 5,21.85,0.0,26.12,52.03,0.0,28.5,0.0,35.85,35.65,0.0,181.51935012094833,11.66620940878873,0.02166546,38607.58,1.0
data_1116,grad15-Ti measure 7 indent 1,23.45,0.0,28.32,48.23,0.0,29.85,0.0,37.91,32.24,0.0,181.72973308126515,10.81956718157335,0.03490235,39590.24,1.0
data_1117,grad15-Ti measure 7 indent 2,23.45,0.0,28.32,48.23,0.0,29.85,0.0,37.91,32.24,0.0,178.96677000186892,11.257770550472108,0.03490235,39590.24,1.0
data_1118,grad15-Ti measure 7 indent 3,23.45,0.0,28.32,48.23,0.0,29.85,0.0,37.91,32.24,0.0,187.68625575755686,12.540551269541156,0.03490235,39590.24,1.0
data_1119,grad15-Ti measure 7 indent 4,23.45,0.0,28.32,48.23,0.0,29.85,0.0,37.91,32.24,0.0,196.56674783902204,11.930530243177845,0.03490235,39590.24,1.0
data_1120,grad15-Ti measure 7 indent 5,23.45,0.0,28.32,48.23,0.0,29.85,0.0,37.91,32.24,0.0,203.56319432925517,13.543755937946335,0.03490235,39590.24,1.0
data_1121,grad15-Ti measure 8 indent 1,24.88,0.0,30.25,44.87,0.0,31.0,0.0,39.64,29.36,0.0,147.6826194817843,9.989490044013074,0.05331795,40615.23,1.0
data_1122,grad15-Ti measure 8 indent 2,24.88,0.0,30.25,44.87,0.0,31.0,0.0,39.64,29.36,0.0,161.2389801742969,10.585645446515471,0.05331795,40615.23,1.0
data_1123,grad15-Ti measure 8 indent 3,24.88,0.0,30.25,44.87,0.0,31.0,0.0,39.64,29.36,0.0,171.32267365019925,12.129393590941419,0.05331795,40615.23,1.0
data_1124,grad15-Ti measure 8 indent 4,24.88,0.0,30.25,44.87,0.0,31.0,0.0,39.64,29.36,0.0,169.77956303838778,11.8844282954285,0.05331795,40615.23,1.0
data_1125,grad15-Ti measure 8 indent 5,24.88,0.0,30.25,44.87,0.0,31.0,0.0,39.64,29.36,0.0,168.37417578781447,12.247569733704339,0.05331795,40615.23,1.0
data_1126,grad15-Ti measure 9 indent 1,26.39,0.0,32.0,41.61,0.0,32.22,0.0,41.1,26.68,0.0,126.82184498894847,10.477435577216752,0.0380165,38409.21,1.0
data_1127,grad15-Ti measure 9 indent 2,26.39,0.0,32.0,41.61,0.0,32.22,0.0,41.1,26.68,0.0,117.99135195561121,9.85245970723575,0.0380165,38409.21,1.0
data_1128,grad15-Ti measure 9 indent 3,26.39,0.0,32.0,41.61,0.0,32.22,0.0,41.1,26.68,0.0,127.72264353934513,10.783600842558196,0.0380165,38409.21,1.0
data_1129,grad15-Ti measure 9 indent 4,26.39,0.0,32.0,41.61,0.0,32.22,0.0,41.1,26.68,0.0,113.43029696255098,8.745209953823226,0.0380165,38409.21,1.0
data_1130,grad15-Ti measure 9 indent 5,26.39,0.0,32.0,41.61,0.0,32.22,0.0,41.1,26.68,0.0,121.61907967828449,9.52395999857426,0.0380165,38409.21,1.0
data_1131,grad15-Ti measure 10 indent 1,27.52,0.0,33.18,39.3,0.0,33.14,0.0,42.01,24.85,0.0,112.17492024503497,9.66200103724989,0.0147478,35343.68,0
data_1132,grad15-Ti measure 10 indent 2,27.52,0.0,33.18,39.3,0.0,33.14,0.0,42.01,24.85,0.0,114.30743663702853,9.967431292304747,0.0147478,35343.68,0
data_1133,grad15-Ti measure 10 indent 3,27.52,0.0,33.18,39.3,0.0,33.14,0.0,42.01,24.85,0.0,118.22356357932058,9.728270730733426,0.0147478,35343.68,0
data_1134,grad15-Ti measure 10 indent 4,27.52,0.0,33.18,39.3,0.0,33.14,0.0,42.01,24.85,0.0,112.74579491416458,9.8076831590719,0.0147478,35343.68,0
data_1135,grad15-Ti measure 10 indent 5,27.52,0.0,33.18,39.3,0.0,33.14,0.0,42.01,24.85,0.0,0,0,0.0147478,35343.68,0
data_1136,grad15-Ti measure 11 indent 1,29.0,0.0,34.86,36.14,0.0,34.26,0.0,43.32,22.42,0.0,121.4539862286215,9.689713815606192,0.0147478,35343.68,0
data_1137,grad15-Ti measure 11 indent 2,29.0,0.0,34.86,36.14,0.0,34.26,0.0,43.32,22.42,0.0,121.14765734377106,9.799876012775421,0.0147478,35343.68,0
data_1138,grad15-Ti measure 11 indent 3,29.0,0.0,34.86,36.14,0.0,34.26,0.0,43.32,22.42,0.0,121.53344079875586,9.855811209078649,0.0147478,35343.68,0
data_1139,grad15-Ti measure 11 indent 4,29.0,0.0,34.86,36.14,0.0,34.26,0.0,43.32,22.42,0.0,117.40247991473083,9.768301231272627,0.0147478,35343.68,0
data_1140,grad15-Ti measure 11 indent 5,29.0,0.0,34.86,36.14,0.0,34.26,0.0,43.32,22.42,0.0,117.94654357822084,9.813875721306331,0.0147478,35343.68,0
data_1141,grad15-ZrMo measure 1 indent 1,29.76,0.0,35.43,34.8,0.0,34.89,0.0,43.69,21.42,0.0,143.04039746932983,10.432984249822791,0.0147478,35343.68,0
data_1142,grad15-ZrMo measure 1 indent 2,29.76,0.0,35.43,34.8,0.0,34.89,0.0,43.69,21.42,0.0,153.38983545864608,10.199284180159847,0.0147478,35343.68,0
data_1143,grad15-ZrMo measure 1 indent 3,29.76,0.0,35.43,34.8,0.0,34.89,0.0,43.69,21.42,0.0,47.55846842783947,1.885619143968817,0.0147478,35343.68,0
data_1144,grad15-ZrMo measure 1 indent 4,29.76,0.0,35.43,34.8,0.0,34.89,0.0,43.69,21.42,0.0,142.75567069862834,10.493151789464063,0.0147478,35343.68,0
data_1145,grad15-ZrMo measure 1 indent 5,29.76,0.0,35.43,34.8,0.0,34.89,0.0,43.69,21.42,0.0,147.9156984149201,10.373422739299519,0.0147478,35343.68,0
data_1146,grad15-ZrMo measure 2 indent 1,31.37,0.0,37.27,31.36,0.0,36.05,0.0,45.04,18.92,0.0,2.56284317282767,0.08977546015857929,0.0147478,35343.68,0
data_1147,grad15-ZrMo measure 2 indent 2,31.37,0.0,37.27,31.36,0.0,36.05,0.0,45.04,18.92,0.0,154.15143554423847,10.665649688256996,0.0147478,35343.68,0
data_1148,grad15-ZrMo measure 2 indent 3,31.37,0.0,37.27,31.36,0.0,36.05,0.0,45.04,18.92,0.0,143.40193219831534,10.774650569214003,0.0147478,35343.68,0
data_1149,grad15-ZrMo measure 2 indent 4,31.37,0.0,37.27,31.36,0.0,36.05,0.0,45.04,18.92,0.0,146.87644240374476,10.591689299209222,0.0147478,35343.68,0
data_1150,grad15-ZrMo measure 2 indent 5,31.37,0.0,37.27,31.36,0.0,36.05,0.0,45.04,18.92,0.0,149.01727579010688,10.58689950826761,0.0147478,35343.68,0
data_1151,grad15-ZrMo measure 3 indent 1,32.71,0.0,38.61,28.69,0.0,37.01,0.0,45.94,17.04,0.0,141.35094091333343,10.952925961521835,0.0147478,35343.68,0
data_1152,grad15-ZrMo measure 3 indent 2,32.71,0.0,38.61,28.69,0.0,37.01,0.0,45.94,17.04,0.0,144.76295517413368,10.908027785043204,0.0147478,35343.68,0
data_1153,grad15-ZrMo measure 3 indent 3,32.71,0.0,38.61,28.69,0.0,37.01,0.0,45.94,17.04,0.0,143.70956628058002,10.806770489267219,0.0147478,35343.68,0
data_1154,grad15-ZrMo measure 3 indent 4,32.71,0.0,38.61,28.69,0.0,37.01,0.0,45.94,17.04,0.0,145.26457946563391,10.684738047169189,0.0147478,35343.68,0
data_1155,grad15-ZrMo measure 3 indent 5,32.71,0.0,38.61,28.69,0.0,37.01,0.0,45.94,17.04,0.0,142.5852136859868,10.810299239965797,0.0147478,35343.68,0
data_1156,grad15-ZrMo measure 4 indent 1,34.07,0.0,40.01,25.92,0.0,37.96,0.0,46.88,15.16,0.0,150.32731186010878,10.795780258364026,0.0147478,35343.68,0
data_1157,grad15-ZrMo measure 4 indent 2,34.07,0.0,40.01,25.92,0.0,37.96,0.0,46.88,15.16,0.0,146.17648228053568,10.830264328895515,0.0147478,35343.68,0
data_1158,grad15-ZrMo measure 4 indent 3,34.07,0.0,40.01,25.92,0.0,37.96,0.0,46.88,15.16,0.0,150.60808636849538,10.84876450590449,0.0147478,35343.68,0
data_1159,grad15-ZrMo measure 4 indent 4,34.07,0.0,40.01,25.92,0.0,37.96,0.0,46.88,15.16,0.0,145.83266394125377,11.1170566026069,0.0147478,35343.68,0
data_1160,grad15-ZrMo measure 4 indent 5,34.07,0.0,40.01,25.92,0.0,37.96,0.0,46.88,15.16,0.0,144.2178788766434,11.019218971137434,0.0147478,35343.68,0
data_1161,grad15-ZrMo measure 5 indent 1,35.04,0.0,41.36,23.6,0.0,38.53,0.0,47.84,13.63,0.0,151.58724910125957,11.066001304785207,0.0147478,35343.68,0
data_1162,grad15-ZrMo measure 5 indent 2,35.04,0.0,41.36,23.6,0.0,38.53,0.0,47.84,13.63,0.0,146.3420531196928,11.161545934075429,0.0147478,35343.68,0
data_1163,grad15-ZrMo measure 5 indent 3,35.04,0.0,41.36,23.6,0.0,38.53,0.0,47.84,13.63,0.0,147.62452758358924,10.946132547683543,0.0147478,35343.68,0
data_1164,grad15-ZrMo measure 5 indent 4,35.04,0.0,41.36,23.6,0.0,38.53,0.0,47.84,13.63,0.0,144.1836304908312,11.22765576403377,0.0147478,35343.68,0
data_1165,grad15-ZrMo measure 5 indent 5,35.04,0.0,41.36,23.6,0.0,38.53,0.0,47.84,13.63,0.0,143.81232655606303,11.43603663940431,0.0147478,35343.68,0
data_1166,grad15-ZrMo measure 6 indent 1,36.53,0.0,42.74,20.74,0.0,39.55,0.0,48.66,11.79,0.0,142.4283816963656,10.94229070398479,0.0147478,35343.68,0
data_1167,grad15-ZrMo measure 6 indent 2,36.53,0.0,42.74,20.74,0.0,39.55,0.0,48.66,11.79,0.0,146.78745123482435,10.937203952225463,0.0147478,35343.68,0
data_1168,grad15-ZrMo measure 6 indent 3,36.53,0.0,42.74,20.74,0.0,39.55,0.0,48.66,11.79,0.0,137.8540872253005,11.390068672852783,0.0147478,35343.68,0
data_1169,grad15-ZrMo measure 6 indent 4,36.53,0.0,42.74,20.74,0.0,39.55,0.0,48.66,11.79,0.0,148.49853638438137,11.071179226709397,0.0147478,35343.68,0
data_1170,grad15-ZrMo measure 6 indent 5,36.53,0.0,42.74,20.74,0.0,39.55,0.0,48.66,11.79,0.0,144.99466363401447,11.082642854700772,0.0147478,35343.68,0
data_1171,grad15-ZrMo measure 7 indent 1,37.4,0.0,43.91,18.69,0.0,40.04,0.0,49.45,10.51,0.0,141.00060847663588,11.09341827434955,0.0147478,35343.68,0
data_1172,grad15-ZrMo measure 7 indent 2,37.4,0.0,43.91,18.69,0.0,40.04,0.0,49.45,10.51,0.0,137.48832923799435,11.278808834329245,0.0147478,35343.68,0
data_1173,grad15-ZrMo measure 7 indent 3,37.4,0.0,43.91,18.69,0.0,40.04,0.0,49.45,10.51,0.0,136.87205038695058,11.39510061691907,0.0147478,35343.68,0
data_1174,grad15-ZrMo measure 7 indent 4,37.4,0.0,43.91,18.69,0.0,40.04,0.0,49.45,10.51,0.0,142.63658789832525,10.984012548981731,0.0147478,35343.68,0
data_1175,grad15-ZrMo measure 7 indent 5,37.4,0.0,43.91,18.69,0.0,40.04,0.0,49.45,10.51,0.0,140.74174625958952,10.816961593306615,0.0147478,35343.68,0
data_1176,grad15-ZrMo measure 8 indent 1,38.47,0.0,44.96,16.57,0.0,40.73,0.0,50.06,9.21,0.0,143.47195888771256,11.22040861981609,0.0147478,35343.68,0
data_1177,grad15-ZrMo measure 8 indent 2,38.47,0.0,44.96,16.57,0.0,40.73,0.0,50.06,9.21,0.0,142.67947862575514,11.473376960140817,0.0147478,35343.68,0
data_1178,grad15-ZrMo measure 8 indent 3,38.47,0.0,44.96,16.57,0.0,40.73,0.0,50.06,9.21,0.0,141.7956926179618,11.64806497421853,0.0147478,35343.68,0
data_1179,grad15-ZrMo measure 8 indent 4,38.47,0.0,44.96,16.57,0.0,40.73,0.0,50.06,9.21,0.0,142.60805939607366,11.371647722843647,0.0147478,35343.68,0
data_1180,grad15-ZrMo measure 8 indent 5,38.47,0.0,44.96,16.57,0.0,40.73,0.0,50.06,9.21,0.0,139.84826560989544,11.355639580268578,0.0147478,35343.68,0
data_1181,grad15-ZrMo measure 9 indent 1,39.54,0.0,46.01,14.45,0.0,41.4,0.0,50.66,7.94,0.0,131.5612925287348,11.313622690735974,0.0147478,35343.68,0
data_1182,grad15-ZrMo measure 9 indent 2,39.54,0.0,46.01,14.45,0.0,41.4,0.0,50.66,7.94,0.0,135.3775589367512,11.154228382694557,0.0147478,35343.68,0
data_1183,grad15-ZrMo measure 9 indent 3,39.54,0.0,46.01,14.45,0.0,41.4,0.0,50.66,7.94,0.0,136.9950585459211,11.089896695202496,0.0147478,35343.68,0
data_1184,grad15-ZrMo measure 9 indent 4,39.54,0.0,46.01,14.45,0.0,41.4,0.0,50.66,7.94,0.0,137.2274405493633,10.896355619480307,0.0147478,35343.68,0
data_1185,grad15-ZrMo measure 9 indent 5,39.54,0.0,46.01,14.45,0.0,41.4,0.0,50.66,7.94,0.0,130.33831597406922,11.131016353764384,0.0147478,35343.68,0
data_1186,grad15-ZrMo measure 10 indent 1,40.36,0.0,47.02,12.62,0.0,41.85,0.0,51.28,6.87,0.0,110.06550301795038,10.572689842736292,0.0147478,35343.68,0
data_1187,grad15-ZrMo measure 10 indent 2,40.36,0.0,47.02,12.62,0.0,41.85,0.0,51.28,6.87,0.0,110.27475196757109,10.785468546356874,0.0147478,35343.68,0
data_1188,grad15-ZrMo measure 10 indent 3,40.36,0.0,47.02,12.62,0.0,41.85,0.0,51.28,6.87,0.0,110.51513375135325,10.698824001366685,0.0147478,35343.68,0
data_1189,grad15-ZrMo measure 10 indent 4,40.36,0.0,47.02,12.62,0.0,41.85,0.0,51.28,6.87,0.0,110.2403134693037,10.853126758828703,0.0147478,35343.68,0
data_1190,grad15-ZrMo measure 10 indent 5,40.36,0.0,47.02,12.62,0.0,41.85,0.0,51.28,6.87,0.0,112.26748730386728,10.630666614377041,0.0147478,35343.68,0
data_1191,grad15-ZrMo measure 11 indent 1,41.3,0.0,48.06,10.65,0.0,42.39,0.0,51.87,5.74,0.0,79.61289094764687,9.056347876191184,0.0147478,35343.68,0
data_1192,grad15-ZrMo measure 11 indent 2,41.3,0.0,48.06,10.65,0.0,42.39,0.0,51.87,5.74,0.0,81.25102470104595,8.878983090292461,0.0147478,35343.68,0
data_1193,grad15-ZrMo measure 11 indent 3,41.3,0.0,48.06,10.65,0.0,42.39,0.0,51.87,5.74,0.0,83.82864442458012,9.00181689416438,0.0147478,35343.68,0
data_1194,grad15-ZrMo measure 11 indent 4,41.3,0.0,48.06,10.65,0.0,42.39,0.0,51.87,5.74,0.0,81.4610155987319,9.149969252930244,0.0147478,35343.68,0
data_1195,grad15-ZrMo measure 11 indent 5,41.3,0.0,48.06,10.65,0.0,42.39,0.0,51.87,5.74,0.0,84.35541366698712,9.085620537149028,0.0147478,35343.68,0
data_1196,grad16-NbZrCrMo measure 1 indent 1,15.15,15.1,17.13,30.69,21.92,19.63,19.94,23.35,20.89,16.19,145.3364113061732,9.932641696433716,0.0147478,35343.68,0
data_1197,grad16-NbZrCrMo measure 1 indent 2,15.15,15.1,17.13,30.69,21.92,19.63,19.94,23.35,20.89,16.19,143.39276651861513,9.98555115785883,0.0147478,35343.68,0
data_1198,grad16-NbZrCrMo measure 1 indent 3,15.15,15.1,17.13,30.69,21.92,19.63,19.94,23.35,20.89,16.19,141.34718281525804,9.960755760403941,0.0147478,35343.68,0
data_1199,grad16-NbZrCrMo measure 1 indent 4,15.15,15.1,17.13,30.69,21.92,19.63,19.94,23.35,20.89,16.19,143.73449076107164,9.998640954268431,0.0147478,35343.68,0
data_1200,grad16-NbZrCrMo measure 1 indent 5,15.15,15.1,17.13,30.69,21.92,19.63,19.94,23.35,20.89,16.19,139.26296289251388,9.906018722067992,0.0147478,35343.68,0
data_1201,grad16-NbZrCrMo measure 2 indent 1,15.7,15.32,17.66,28.69,22.63,20.17,20.05,23.87,19.35,16.57,144.0361265436697,9.991157670591088,0.0147478,35343.68,0
data_1202,grad16-NbZrCrMo measure 2 indent 2,15.7,15.32,17.66,28.69,22.63,20.17,20.05,23.87,19.35,16.57,140.48864879487869,10.191214303293542,0.0147478,35343.68,0
data_1203,grad16-NbZrCrMo measure 2 indent 3,15.7,15.32,17.66,28.69,22.63,20.17,20.05,23.87,19.35,16.57,141.4539200814593,10.19305009283844,0.0147478,35343.68,0
data_1204,grad16-NbZrCrMo measure 2 indent 4,15.7,15.32,17.66,28.69,22.63,20.17,20.05,23.87,19.35,16.57,141.6821212875033,10.040842735834708,0.0147478,35343.68,0
