,Indent,Zr_at,Nb_at,Mo_at,Ti_at,Cr_at,Zr_m,Nb_m,Mo_m,Ti_m,Cr_m,H_GPa
data_1454,grad18-Zr measure 6 indent 4,47.07,0.0,20.29,0.0,32.63,54.1,0.0,24.53,0.0,21.38,10.731830501987421
data_1455,grad18-Zr measure 6 indent 5,47.07,0.0,20.29,0.0,32.63,54.1,0.0,24.53,0.0,21.38,10.61125117149305
data_1456,grad18-Zr measure 7 indent 1,42.18,0.0,21.61,0.0,36.21,49.3,0.0,26.57,0.0,24.13,11.411419796850453
data_1457,grad18-Zr measure 7 indent 2,42.18,0.0,21.61,0.0,36.21,49.3,0.0,26.57,0.0,24.13,11.417871843276318
data_1458,grad18-Zr measure 7 indent 3,42.18,0.0,21.61,0.0,36.21,49.3,0.0,26.57,0.0,24.13,10.91276240231172
data_1459,grad18-Zr measure 7 indent 4,42.18,0.0,21.61,0.0,36.21,49.3,0.0,26.57,0.0,24.13,11.243081433226642
data_1460,grad18-Zr measure 7 indent 5,42.18,0.0,21.61,0.0,36.21,49.3,0.0,26.57,0.0,24.13,11.428987117731996
data_1461,grad18-Zr measure 8 indent 1,37.95,0.0,22.78,0.0,39.27,45.02,0.0,28.42,0.0,26.56,11.920808558078555
data_1462,grad18-Zr measure 8 indent 2,37.95,0.0,22.78,0.0,39.27,45.02,0.0,28.42,0.0,26.56,11.744831301844137
data_1463,grad18-Zr measure 8 indent 3,37.95,0.0,22.78,0.0,39.27,45.02,0.0,28.42,0.0,26.56,11.597842486656592
data_1464,grad18-Zr measure 8 indent 4,37.95,0.0,22.78,0.0,39.27,45.02,0.0,28.42,0.0,26.56,11.63279386370131
data_1465,grad18-Zr measure 8 indent 5,37.95,0.0,22.78,0.0,39.27,45.02,0.0,28.42,0.0,26.56,12.054381330701805
data_1466,grad18-Zr measure 9 indent 1,34.11,0.0,23.48,0.0,42.41,41.11,0.0,29.76,0.0,29.13,12.270319747459071
data_1467,grad18-Zr measure 9 indent 2,34.11,0.0,23.48,0.0,42.41,41.11,0.0,29.76,0.0,29.13,12.155828132260655
data_1468,grad18-Zr measure 9 indent 3,34.11,0.0,23.48,0.0,42.41,41.11,0.0,29.76,0.0,29.13,12.45162445436569
data_1469,grad18-Zr measure 9 indent 4,34.11,0.0,23.48,0.0,42.41,41.11,0.0,29.76,0.0,29.13,11.930245135034795
data_1470,grad18-Zr measure 9 indent 5,34.11,0.0,23.48,0.0,42.41,41.11,0.0,29.76,0.0,29.13,12.275987356908566
data_1471,grad18-Zr measure 10 indent 1,30.19,0.0,24.34,0.0,45.47,36.95,0.0,31.33,0.0,31.73,12.576595033029129
data_1472,grad18-Zr measure 10 indent 2,30.19,0.0,24.34,0.0,45.47,36.95,0.0,31.33,0.0,31.73,12.85511269162636
data_1473,grad18-Zr measure 10 indent 3,30.19,0.0,24.34,0.0,45.47,36.95,0.0,31.33,0.0,31.73,12.627467405681038
data_1474,grad18-Zr measure 10 indent 4,30.19,0.0,24.34,0.0,45.47,36.95,0.0,31.33,0.0,31.73,12.806448424844204
data_1475,grad18-Zr measure 10 indent 5,30.19,0.0,24.34,0.0,45.47,36.95,0.0,31.33,0.0,31.73,12.748010762553065
data_1476,grad18-Zr measure 11 indent 1,26.77,0.0,25.25,0.0,47.98,33.18,0.0,32.92,0.0,33.9,12.836512362599658
data_1477,grad18-Zr measure 11 indent 2,26.77,0.0,25.25,0.0,47.98,33.18,0.0,32.92,0.0,33.9,13.007668745963752
data_1478,grad18-Zr measure 11 indent 3,26.77,0.0,25.25,0.0,47.98,33.18,0.0,32.92,0.0,33.9,13.193409182090102
data_1479,grad18-Zr measure 11 indent 4,26.77,0.0,25.25,0.0,47.98,33.18,0.0,32.92,0.0,33.9,13.047456604389316
data_1480,grad18-Zr measure 11 indent 5,26.77,0.0,25.25,0.0,47.98,33.18,0.0,32.92,0.0,33.9,12.918512595953533
data_1481,grad18-CrMo measure 1 indent 1,25.12,0.0,25.54,0.0,49.34,31.36,0.0,33.54,0.0,35.11,13.021535743654354
data_1482,grad18-CrMo measure 1 indent 2,25.12,0.0,25.54,0.0,49.34,31.36,0.0,33.54,0.0,35.11,13.206113166183725
data_1483,grad18-CrMo measure 1 indent 3,25.12,0.0,25.54,0.0,49.34,31.36,0.0,33.54,0.0,35.11,13.565572320618866
data_1484,grad18-CrMo measure 1 indent 4,25.12,0.0,25.54,0.0,49.34,31.36,0.0,33.54,0.0,35.11,13.115456699416736
data_1485,grad18-CrMo measure 1 indent 5,25.12,0.0,25.54,0.0,49.34,31.36,0.0,33.54,0.0,35.11,12.825569945518879
data_1486,grad18-CrMo measure 2 indent 1,22.07,0.0,26.15,0.0,51.79,27.9,0.0,34.77,0.0,37.32,13.276766648079766
data_1487,grad18-CrMo measure 2 indent 2,22.07,0.0,26.15,0.0,51.79,27.9,0.0,34.77,0.0,37.32,13.327408409975941
data_1488,grad18-CrMo measure 2 indent 3,22.07,0.0,26.15,0.0,51.79,27.9,0.0,34.77,0.0,37.32,13.07315728361539
data_1489,grad18-CrMo measure 2 indent 4,22.07,0.0,26.15,0.0,51.79,27.9,0.0,34.77,0.0,37.32,12.969404621146952
data_1490,grad18-CrMo measure 2 indent 5,22.07,0.0,26.15,0.0,51.79,27.9,0.0,34.77,0.0,37.32,13.170209310182308
data_1491,grad18-CrMo measure 3 indent 1,19.36,0.0,26.78,0.0,53.86,24.75,0.0,36.0,0.0,39.24,13.26314400563485
data_1492,grad18-CrMo measure 3 indent 2,19.36,0.0,26.78,0.0,53.86,24.75,0.0,36.0,0.0,39.24,12.949894039340665
data_1493,grad18-CrMo measure 3 indent 3,19.36,0.0,26.78,0.0,53.86,24.75,0.0,36.0,0.0,39.24,12.913165553624825
data_1494,grad18-CrMo measure 3 indent 4,19.36,0.0,26.78,0.0,53.86,24.75,0.0,36.0,0.0,39.24,13.965009424416575
data_1495,grad18-CrMo measure 3 indent 5,19.36,0.0,26.78,0.0,53.86,24.75,0.0,36.0,0.0,39.24,13.336792653651624
data_1496,grad18-CrMo measure 4 indent 1,16.36,0.0,27.4,0.0,55.86,21.75,0.0,37.0,0.0,40.84,13.349929151151603
data_1497,grad18-CrMo measure 4 indent 2,16.36,0.0,27.4,0.0,55.86,21.75,0.0,37.0,0.0,40.84,13.458107179153018
data_1498,grad18-CrMo measure 4 indent 3,16.36,0.0,27.4,0.0,55.86,21.75,0.0,37.0,0.0,40.84,13.490330769637346
data_1499,grad18-CrMo measure 4 indent 4,16.36,0.0,27.4,0.0,55.86,21.75,0.0,37.0,0.0,40.84,13.624075287495122
data_1500,grad18-CrMo measure 4 indent 5,16.36,0.0,27.4,0.0,55.86,21.75,0.0,37.0,0.0,40.84,13.51527124044
data_1501,grad18-CrMo measure 5 indent 1,14.56,0.0,27.98,0.0,57.46,18.97,0.0,38.35,0.0,42.68,13.533785750675653
data_1502,grad18-CrMo measure 5 indent 2,14.56,0.0,27.98,0.0,57.46,18.97,0.0,38.35,0.0,42.68,13.118120184882132
data_1503,grad18-CrMo measure 5 indent 3,14.56,0.0,27.98,0.0,57.46,18.97,0.0,38.35,0.0,42.68,13.404005853911892
data_1504,grad18-CrMo measure 5 indent 4,14.56,0.0,27.98,0.0,57.46,18.97,0.0,38.35,0.0,42.68,6.446993324252627
data_1505,grad18-CrMo measure 5 indent 5,14.56,0.0,27.98,0.0,57.46,18.97,0.0,38.35,0.0,42.68,17.850748937273842
data_1506,grad18-CrMo measure 6 indent 1,12.63,0.0,28.5,0.0,58.86,16.59,0.0,39.36,0.0,44.05,13.571117763453591
data_1507,grad18-CrMo measure 6 indent 2,12.63,0.0,28.5,0.0,58.86,16.59,0.0,39.36,0.0,44.05,13.645588849865087
data_1508,grad18-CrMo measure 6 indent 3,12.63,0.0,28.5,0.0,58.86,16.59,0.0,39.36,0.0,44.05,13.446235726618028
data_1509,grad18-CrMo measure 6 indent 4,12.63,0.0,28.5,0.0,58.86,16.59,0.0,39.36,0.0,44.05,13.438918070537582
data_1510,grad18-CrMo measure 6 indent 5,12.63,0.0,28.5,0.0,58.86,16.59,0.0,39.36,0.0,44.05,13.130218083062575
data_1511,grad18-CrMo measure 7 indent 1,10.99,0.0,29.24,0.0,59.77,14.49,0.0,40.57,0.0,44.94,14.169737822496744
data_1512,grad18-CrMo measure 7 indent 2,10.99,0.0,29.24,0.0,59.77,14.49,0.0,40.57,0.0,44.94,18.563535118914402
data_1513,grad18-CrMo measure 7 indent 3,10.99,0.0,29.24,0.0,59.77,14.49,0.0,40.57,0.0,44.94,16.007065142646688
data_1514,grad18-CrMo measure 7 indent 4,10.99,0.0,29.24,0.0,59.77,14.49,0.0,40.57,0.0,44.94,16.656343154757277
data_1515,grad18-CrMo measure 7 indent 5,10.99,0.0,29.24,0.0,59.77,14.49,0.0,40.57,0.0,44.94,13.946267525332477
data_1516,grad18-CrMo measure 8 indent 1,8.28,0.0,29.01,0.0,62.71,11.1,0.0,40.94,0.0,47.96,22.803474741675743
data_1517,grad18-CrMo measure 8 indent 2,8.28,0.0,29.01,0.0,62.71,11.1,0.0,40.94,0.0,47.96,21.966220920108107
data_1518,grad18-CrMo measure 8 indent 3,8.28,0.0,29.01,0.0,62.71,11.1,0.0,40.94,0.0,47.96,23.02643633784112
data_1519,grad18-CrMo measure 8 indent 4,8.28,0.0,29.01,0.0,62.71,11.1,0.0,40.94,0.0,47.96,23.54949266708867
data_1520,grad18-CrMo measure 8 indent 5,8.28,0.0,29.01,0.0,62.71,11.1,0.0,40.94,0.0,47.96,22.493722488072862
data_1521,grad18-CrMo measure 9 indent 1,6.91,0.0,30.27,0.0,62.82,9.28,0.0,42.7,0.0,48.03,21.910347881902883
data_1522,grad18-CrMo measure 9 indent 2,6.91,0.0,30.27,0.0,62.82,9.28,0.0,42.7,0.0,48.03,21.55653880081705
data_1523,grad18-CrMo measure 9 indent 3,6.91,0.0,30.27,0.0,62.82,9.28,0.0,42.7,0.0,48.03,20.80573416596194
data_1524,grad18-CrMo measure 9 indent 4,6.91,0.0,30.27,0.0,62.82,9.28,0.0,42.7,0.0,48.03,22.578251156995613
data_1525,grad18-CrMo measure 9 indent 5,6.91,0.0,30.27,0.0,62.82,9.28,0.0,42.7,0.0,48.03,21.053381218275188
data_1526,grad18-CrMo measure 10 indent 1,6.12,0.0,31.43,0.0,62.45,8.18,0.0,44.21,0.0,47.6,21.495600073729264
data_1527,grad18-CrMo measure 10 indent 2,6.12,0.0,31.43,0.0,62.45,8.18,0.0,44.21,0.0,47.6,19.697521980128272
data_1528,grad18-CrMo measure 10 indent 3,6.12,0.0,31.43,0.0,62.45,8.18,0.0,44.21,0.0,47.6,20.751583466596518
data_1529,grad18-CrMo measure 10 indent 4,6.12,0.0,31.43,0.0,62.45,8.18,0.0,44.21,0.0,47.6,20.859476137596417
data_1530,grad18-CrMo measure 10 indent 5,6.12,0.0,31.43,0.0,62.45,8.18,0.0,44.21,0.0,47.6,20.794905479298766
data_1531,grad18-CrMo measure 11 indent 1,5.21,0.0,32.77,0.0,62.03,6.94,0.0,45.93,0.0,47.12,19.99725767056623
data_1532,grad18-CrMo measure 11 indent 2,5.21,0.0,32.77,0.0,62.03,6.94,0.0,45.93,0.0,47.12,19.762579485247663
data_1533,grad18-CrMo measure 11 indent 3,5.21,0.0,32.77,0.0,62.03,6.94,0.0,45.93,0.0,47.12,19.881678801600827
data_1534,grad18-CrMo measure 11 indent 4,5.21,0.0,32.77,0.0,62.03,6.94,0.0,45.93,0.0,47.12,19.90618266817977
data_1535,grad18-CrMo measure 11 indent 5,5.21,0.0,32.77,0.0,62.03,6.94,0.0,45.93,0.0,47.12,19.974876686629052
data_1536,grad19-Zr measure 1 indent 1,74.54,6.31,5.23,6.68,7.24,79.21,6.83,5.84,3.73,4.39,8.853854077715074
data_1537,grad19-Zr measure 1 indent 2,74.54,6.31,5.23,6.68,7.24,79.21,6.83,5.84,3.73,4.39,8.611563753515505
data_1538,grad19-Zr measure 1 indent 3,74.54,6.31,5.23,6.68,7.24,79.21,6.83,5.84,3.73,4.39,8.503631933466133
data_1539,grad19-Zr measure 1 indent 4,74.54,6.31,5.23,6.68,7.24,79.21,6.83,5.84,3.73,4.39,8.604023332972709
data_1540,grad19-Zr measure 1 indent 5,74.54,6.31,5.23,6.68,7.24,79.21,6.83,5.84,3.73,4.39,8.786086620844214
data_1542,grad19-Zr measure 2 indent 2,71.92,6.91,6.21,7.48,7.47,76.77,7.51,6.97,4.19,4.55,8.502712739917968
data_1543,grad19-Zr measure 2 indent 3,71.92,6.91,6.21,7.48,7.47,76.77,7.51,6.97,4.19,4.55,8.487538683574812
data_1544,grad19-Zr measure 2 indent 4,71.92,6.91,6.21,7.48,7.47,76.77,7.51,6.97,4.19,4.55,8.482236422544538
data_1545,grad19-Zr measure 2 indent 5,71.92,6.91,6.21,7.48,7.47,76.77,7.51,6.97,4.19,4.55,8.504828777977227
data_1546,grad19-Zr measure 3 indent 1,67.83,7.98,6.94,8.58,8.66,73.16,8.77,7.88,4.86,5.33,8.47865041335573
data_1547,grad19-Zr measure 3 indent 2,67.83,7.98,6.94,8.58,8.66,73.16,8.77,7.88,4.86,5.33,8.302740778674343
data_1548,grad19-Zr measure 3 indent 3,67.83,7.98,6.94,8.58,8.66,73.16,8.77,7.88,4.86,5.33,8.178922200686905
data_1549,grad19-Zr measure 3 indent 4,67.83,7.98,6.94,8.58,8.66,73.16,8.77,7.88,4.86,5.33,8.344233335656146
data_1550,grad19-Zr measure 3 indent 5,67.83,7.98,6.94,8.58,8.66,73.16,8.77,7.88,4.86,5.33,8.235151920662883
data_1551,grad19-Zr measure 4 indent 1,63.57,8.9,7.8,9.65,10.08,69.37,9.89,8.95,5.53,6.27,8.052700109510791
data_1552,grad19-Zr measure 4 indent 2,63.57,8.9,7.8,9.65,10.08,69.37,9.89,8.95,5.53,6.27,8.02354151876232
data_1553,grad19-Zr measure 4 indent 3,63.57,8.9,7.8,9.65,10.08,69.37,9.89,8.95,5.53,6.27,7.980095771785364
data_1554,grad19-Zr measure 4 indent 4,63.57,8.9,7.8,9.65,10.08,69.37,9.89,8.95,5.53,6.27,7.948267321953497
data_1555,grad19-Zr measure 4 indent 5,63.57,8.9,7.8,9.65,10.08,69.37,9.89,8.95,5.53,6.27,7.933644406334712
data_1556,grad19-Zr measure 5 indent 1,59.41,9.79,8.41,11.02,11.37,65.65,11.02,9.78,6.39,7.16,7.009131472768431
data_1557,grad19-Zr measure 5 indent 2,59.41,9.79,8.41,11.02,11.37,65.65,11.02,9.78,6.39,7.16,7.038200252277809
data_1558,grad19-Zr measure 5 indent 3,59.41,9.79,8.41,11.02,11.37,65.65,11.02,9.78,6.39,7.16,7.1089978332026815
data_1559,grad19-Zr measure 5 indent 4,59.41,9.79,8.41,11.02,11.37,65.65,11.02,9.78,6.39,7.16,7.120271218590609
data_1560,grad19-Zr measure 5 indent 5,59.41,9.79,8.41,11.02,11.37,65.65,11.02,9.78,6.39,7.16,7.147503564482835
data_1561,grad19-Zr measure 6 indent 1,55.36,10.27,9.32,12.27,12.78,61.96,11.7,10.97,7.21,8.16,7.1291559251367085
data_1562,grad19-Zr measure 6 indent 2,55.36,10.27,9.32,12.27,12.78,61.96,11.7,10.97,7.21,8.16,7.0565747073156775
data_1563,grad19-Zr measure 6 indent 3,55.36,10.27,9.32,12.27,12.78,61.96,11.7,10.97,7.21,8.16,7.23175351319413
data_1564,grad19-Zr measure 6 indent 4,55.36,10.27,9.32,12.27,12.78,61.96,11.7,10.97,7.21,8.16,7.159189139061423
data_1565,grad19-Zr measure 6 indent 5,55.36,10.27,9.32,12.27,12.78,61.96,11.7,10.97,7.21,8.16,7.009875737005036
data_1566,grad19-Zr measure 7 indent 1,51.23,11.08,10.12,13.42,14.15,58.04,12.79,12.06,7.99,9.13,7.471754764839214
data_1569,grad19-Zr measure 7 indent 4,51.23,11.08,10.12,13.42,14.15,58.04,12.79,12.06,7.99,9.13,7.44860542075755
data_1570,grad19-Zr measure 7 indent 5,51.23,11.08,10.12,13.42,14.15,58.04,12.79,12.06,7.99,9.13,7.456763010583052
data_1571,grad19-Zr measure 8 indent 1,47.08,11.76,10.9,14.73,15.54,54.05,13.75,13.16,8.88,10.17,7.884923205709681
data_1572,grad19-Zr measure 8 indent 2,47.08,11.76,10.9,14.73,15.54,54.05,13.75,13.16,8.88,10.17,7.7016515225103035
data_1573,grad19-Zr measure 8 indent 3,47.08,11.76,10.9,14.73,15.54,54.05,13.75,13.16,8.88,10.17,7.917698978596331
data_1574,grad19-Zr measure 8 indent 4,47.08,11.76,10.9,14.73,15.54,54.05,13.75,13.16,8.88,10.17,7.788098911768575
data_1575,grad19-Zr measure 8 indent 5,47.08,11.76,10.9,14.73,15.54,54.05,13.75,13.16,8.88,10.17,7.760881888672304
data_1576,grad19-Zr measure 9 indent 1,42.73,12.1,11.57,16.1,17.5,49.89,14.39,14.2,9.87,11.65,8.217853753701785
data_1577,grad19-Zr measure 9 indent 2,42.73,12.1,11.57,16.1,17.5,49.89,14.39,14.2,9.87,11.65,8.358933792826017
data_1578,grad19-Zr measure 9 indent 3,42.73,12.1,11.57,16.1,17.5,49.89,14.39,14.2,9.87,11.65,8.263187706532776
data_1579,grad19-Zr measure 9 indent 4,42.73,12.1,11.57,16.1,17.5,49.89,14.39,14.2,9.87,11.65,8.457494970120457
data_1580,grad19-Zr measure 9 indent 5,42.73,12.1,11.57,16.1,17.5,49.89,14.39,14.2,9.87,11.65,8.514731660781106
data_1581,grad19-Zr measure 10 indent 1,38.92,12.65,12.33,17.42,18.68,46.03,15.23,15.33,10.82,12.59,8.710212882705221
data_1582,grad19-Zr measure 10 indent 2,38.92,12.65,12.33,17.42,18.68,46.03,15.23,15.33,10.82,12.59,8.837099395443097
data_1583,grad19-Zr measure 10 indent 3,38.92,12.65,12.33,17.42,18.68,46.03,15.23,15.33,10.82,12.59,8.641232859517118
data_1584,grad19-Zr measure 10 indent 4,38.92,12.65,12.33,17.42,18.68,46.03,15.23,15.33,10.82,12.59,8.78271910112213
data_1585,grad19-Zr measure 10 indent 5,38.92,12.65,12.33,17.42,18.68,46.03,15.23,15.33,10.82,12.59,8.625528962627044
data_1586,grad19-Zr measure 11 indent 1,35.07,12.74,13.12,18.59,20.48,42.11,15.58,16.58,11.72,14.02,8.981648862910381
data_1587,grad19-Zr measure 11 indent 2,35.07,12.74,13.12,18.59,20.48,42.11,15.58,16.58,11.72,14.02,9.270167770399592
data_1588,grad19-Zr measure 11 indent 3,35.07,12.74,13.12,18.59,20.48,42.11,15.58,16.58,11.72,14.02,9.256348935574055
data_1589,grad19-Zr measure 11 indent 4,35.07,12.74,13.12,18.59,20.48,42.11,15.58,16.58,11.72,14.02,9.17300445328958
data_1590,grad19-Zr measure 11 indent 5,35.07,12.74,13.12,18.59,20.48,42.11,15.58,16.58,11.72,14.02,9.052993858963626
data_1591,grad19-Zr measure 12 indent 1,31.24,13.31,13.72,19.79,21.96,38.04,16.5,17.57,12.65,15.24,9.433527469946341
data_1592,grad19-Zr measure 12 indent 2,31.24,13.31,13.72,19.79,21.96,38.04,16.5,17.57,12.65,15.24,9.580779807204845
data_1593,grad19-Zr measure 12 indent 3,31.24,13.31,13.72,19.79,21.96,38.04,16.5,17.57,12.65,15.24,9.492395785560994
data_1594,grad19-Zr measure 12 indent 4,31.24,13.31,13.72,19.79,21.96,38.04,16.5,17.57,12.65,15.24,9.549361600607279
data_1595,grad19-Zr measure 12 indent 5,31.24,13.31,13.72,19.79,21.96,38.04,16.5,17.57,12.65,15.24,9.52442308132871
data_1596,grad19-NbTiCrMo measure 1 indent 1,29.64,13.44,13.87,20.36,22.68,36.35,16.79,17.89,13.11,15.86,9.529195137215059
data_1597,grad19-NbTiCrMo measure 1 indent 2,29.64,13.44,13.87,20.36,22.68,36.35,16.79,17.89,13.11,15.86,9.411276598335903
data_1598,grad19-NbTiCrMo measure 1 indent 3,29.64,13.44,13.87,20.36,22.68,36.35,16.79,17.89,13.11,15.86,9.582010289873898
data_1599,grad19-NbTiCrMo measure 1 indent 4,29.64,13.44,13.87,20.36,22.68,36.35,16.79,17.89,13.11,15.86,9.401271638783026
data_1600,grad19-NbTiCrMo measure 1 indent 5,29.64,13.44,13.87,20.36,22.68,36.35,16.79,17.89,13.11,15.86,9.37968522716893
data_1601,grad19-NbTiCrMo measure 2 indent 1,26.07,13.67,14.48,21.37,24.41,32.44,17.32,18.96,13.97,17.31,9.7577500004425
data_1602,grad19-NbTiCrMo measure 2 indent 2,26.07,13.67,14.48,21.37,24.41,32.44,17.32,18.96,13.97,17.31,9.883584103391238
data_1603,grad19-NbTiCrMo measure 2 indent 3,26.07,13.67,14.48,21.37,24.41,32.44,17.32,18.96,13.97,17.31,9.936507399868422
data_1604,grad19-NbTiCrMo measure 2 indent 4,26.07,13.67,14.48,21.37,24.41,32.44,17.32,18.96,13.97,17.31,9.702895277888944
data_1605,grad19-NbTiCrMo measure 2 indent 5,26.07,13.67,14.48,21.37,24.41,32.44,17.32,18.96,13.97,17.31,10.025251983948827
data_1606,grad19-NbTiCrMo measure 3 indent 1,23.17,14.0,15.3,21.71,25.81,29.09,17.91,20.21,14.32,18.47,10.236066895790287
data_1607,grad19-NbTiCrMo measure 3 indent 2,23.17,14.0,15.3,21.71,25.81,29.09,17.91,20.21,14.32,18.47,10.314719831843005
data_1608,grad19-NbTiCrMo measure 3 indent 3,23.17,14.0,15.3,21.71,25.81,29.09,17.91,20.21,14.32,18.47,10.115313736261115
data_1609,grad19-NbTiCrMo measure 3 indent 4,23.17,14.0,15.3,21.71,25.81,29.09,17.91,20.21,14.32,18.47,10.214363147789257
data_1610,grad19-NbTiCrMo measure 3 indent 5,23.17,14.0,15.3,21.71,25.81,29.09,17.91,20.21,14.32,18.47,10.199131438473342
data_1611,grad19-NbTiCrMo measure 4 indent 1,20.43,14.41,15.91,22.02,27.23,25.89,18.59,21.2,14.65,19.67,10.384544652993931
data_1612,grad19-NbTiCrMo measure 4 indent 2,20.43,14.41,15.91,22.02,27.23,25.89,18.59,21.2,14.65,19.67,10.437074631900096
data_1613,grad19-NbTiCrMo measure 4 indent 3,20.43,14.41,15.91,22.02,27.23,25.89,18.59,21.2,14.65,19.67,10.54984236427508
data_1614,grad19-NbTiCrMo measure 4 indent 4,20.43,14.41,15.91,22.02,27.23,25.89,18.59,21.2,14.65,19.67,10.585598449904253
data_1615,grad19-NbTiCrMo measure 4 indent 5,20.43,14.41,15.91,22.02,27.23,25.89,18.59,21.2,14.65,19.67,10.522414145349966
data_1616,grad19-NbTiCrMo measure 5 indent 1,17.86,14.72,16.52,22.09,28.81,22.83,19.16,22.2,14.83,20.99,10.799714051824324
data_1617,grad19-NbTiCrMo measure 5 indent 2,17.86,14.72,16.52,22.09,28.81,22.83,19.16,22.2,14.83,20.99,10.769216536530458
data_1618,grad19-NbTiCrMo measure 5 indent 3,17.86,14.72,16.52,22.09,28.81,22.83,19.16,22.2,14.83,20.99,10.940250672020689
data_1619,grad19-NbTiCrMo measure 5 indent 4,17.86,14.72,16.52,22.09,28.81,22.83,19.16,22.2,14.83,20.99,10.497420683278289
data_1620,grad19-NbTiCrMo measure 5 indent 5,17.86,14.72,16.52,22.09,28.81,22.83,19.16,22.2,14.83,20.99,10.85663467456035
data_1621,grad19-NbTiCrMo measure 6 indent 1,15.57,15.14,17.38,21.69,30.22,20.0,19.8,23.46,14.62,22.12,11.218418420909257
data_1622,grad19-NbTiCrMo measure 6 indent 2,15.57,15.14,17.38,21.69,30.22,20.0,19.8,23.46,14.62,22.12,11.01283519344685
data_1623,grad19-NbTiCrMo measure 6 indent 3,15.57,15.14,17.38,21.69,30.22,20.0,19.8,23.46,14.62,22.12,10.828754929291817
data_1624,grad19-NbTiCrMo measure 6 indent 4,15.57,15.14,17.38,21.69,30.22,20.0,19.8,23.46,14.62,22.12,11.028090422310964
data_1625,grad19-NbTiCrMo measure 6 indent 5,15.57,15.14,17.38,21.69,30.22,20.0,19.8,23.46,14.62,22.12,11.253065764080421
data_1626,grad19-NbTiCrMo measure 7 indent 1,13.27,15.67,18.13,21.43,31.49,17.12,20.59,24.61,14.52,23.16,11.656049406712139
data_1627,grad19-NbTiCrMo measure 7 indent 2,13.27,15.67,18.13,21.43,31.49,17.12,20.59,24.61,14.52,23.16,11.332592575783345
data_1628,grad19-NbTiCrMo measure 7 indent 3,13.27,15.67,18.13,21.43,31.49,17.12,20.59,24.61,14.52,23.16,11.274495247155357
data_1629,grad19-NbTiCrMo measure 7 indent 4,13.27,15.67,18.13,21.43,31.49,17.12,20.59,24.61,14.52,23.16,11.060783345951272
data_1630,grad19-NbTiCrMo measure 7 indent 5,13.27,15.67,18.13,21.43,31.49,17.12,20.59,24.61,14.52,23.16,11.522054502715116
data_1632,grad19-NbTiCrMo measure 8 indent 2,11.41,15.79,18.71,21.67,32.42,14.82,20.88,25.54,14.77,23.99,11.533430514928035
data_1633,grad19-NbTiCrMo measure 8 indent 3,11.41,15.79,18.71,21.67,32.42,14.82,20.88,25.54,14.77,23.99,11.638538652025554
data_1634,grad19-NbTiCrMo measure 8 indent 4,11.41,15.79,18.71,21.67,32.42,14.82,20.88,25.54,14.77,23.99,11.642610795929716
data_1635,grad19-NbTiCrMo measure 8 indent 5,11.41,15.79,18.71,21.67,32.42,14.82,20.88,25.54,14.77,23.99,11.598752505117144
data_1636,grad19-NbTiCrMo measure 9 indent 1,9.41,16.69,19.99,19.99,33.92,12.18,22.0,27.21,13.59,25.03,12.229047830857013
data_1637,grad19-NbTiCrMo measure 9 indent 2,9.41,16.69,19.99,19.99,33.92,12.18,22.0,27.21,13.59,25.03,12.06689802307339
data_1638,grad19-NbTiCrMo measure 9 indent 3,9.41,16.69,19.99,19.99,33.92,12.18,22.0,27.21,13.59,25.03,12.02016850448597
data_1639,grad19-NbTiCrMo measure 9 indent 4,9.41,16.69,19.99,19.99,33.92,12.18,22.0,27.21,13.59,25.03,12.140932203341233
data_1640,grad19-NbTiCrMo measure 9 indent 5,9.41,16.69,19.99,19.99,33.92,12.18,22.0,27.21,13.59,25.03,12.016476059376151
data_1641,grad19-NbTiCrMo measure 10 indent 1,7.53,17.23,20.89,18.97,35.38,9.75,22.74,28.47,12.91,26.13,12.41035559048973
data_1642,grad19-NbTiCrMo measure 10 indent 2,7.53,17.23,20.89,18.97,35.38,9.75,22.74,28.47,12.91,26.13,12.507950588116532
data_1643,grad19-NbTiCrMo measure 10 indent 3,7.53,17.23,20.89,18.97,35.38,9.75,22.74,28.47,12.91,26.13,12.071119102565838
data_1644,grad19-NbTiCrMo measure 10 indent 4,7.53,17.23,20.89,18.97,35.38,9.75,22.74,28.47,12.91,26.13,12.151777184750197
data_1645,grad19-NbTiCrMo measure 10 indent 5,7.53,17.23,20.89,18.97,35.38,9.75,22.74,28.47,12.91,26.13,12.219294959112537
data_1647,grad19-NbTiCrMo measure 11 indent 2,6.79,17.92,21.93,19.48,33.88,8.75,23.51,29.7,13.17,24.87,12.337843208447513
data_1648,grad19-NbTiCrMo measure 11 indent 3,6.79,17.92,21.93,19.48,33.88,8.75,23.51,29.7,13.17,24.87,12.011807997101803
data_1649,grad19-NbTiCrMo measure 11 indent 4,6.79,17.92,21.93,19.48,33.88,8.75,23.51,29.7,13.17,24.87,12.127020390723537
data_1650,grad19-NbTiCrMo measure 11 indent 5,6.79,17.92,21.93,19.48,33.88,8.75,23.51,29.7,13.17,24.87,12.535838161230188
data_1651,grad19-NbTiCrMo measure 12 indent 1,6.18,19.14,23.62,23.35,27.71,7.87,24.81,31.62,15.6,20.11,11.994662305876561
data_1652,grad19-NbTiCrMo measure 12 indent 2,6.18,19.14,23.62,23.35,27.71,7.87,24.81,31.62,15.6,20.11,11.97852038178997
